ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399001.SZ,2025-09-22,13157.9738,13119.8267,13157.9738,13006.3557,13070.863,87.1108,0.6665,722197293.0,1179682689.1
399001.SZ,2025-09-19,13070.863,13074.9051,13182.6014,13016.0648,13075.6584,-4.7954,-0.0367,819563965.0,1307481075.6
399001.SZ,2025-09-18,13075.6584,13161.1545,13328.1008,12915.9743,13215.4566,-139.7982,-1.0578,1073527790.0,1769195248.8
399001.SZ,2025-09-17,13215.4566,13062.6406,13226.2022,13004.381,13063.9732,151.4834,1.1596,853571717.0,1370058775.8
399001.SZ,2025-09-16,13063.9732,13017.5783,13071.215,12863.8221,13005.7743,58.1989,0.4475,889464181.0,1351615483.3
399001.SZ,2025-09-15,13005.7743,12971.4307,13098.7763,12943.4002,12924.1348,81.6395,0.6317,798311125.0,1291212636.7
399001.SZ,2025-09-12,12924.1348,12941.2633,13048.5192,12905.4748,12979.8914,-55.7566,-0.4296,868290491.0,1427118173.1
399001.SZ,2025-09-11,12979.8914,12570.8706,12979.8914,12516.3451,12557.6798,422.2116,3.3622,835692601.0,1420924654.2
399001.SZ,2025-09-10,12557.6798,12511.0839,12621.1912,12415.1947,12510.5967,47.0831,0.3763,716827858.0,1157008991.3
399001.SZ,2025-09-09,12510.5967,12598.2945,12653.8675,12434.8443,12666.8414,-156.2447,-1.2335,758347025.0,1200728197.3
399001.SZ,2025-09-08,12666.8414,12631.9812,12689.1655,12511.4185,12590.5616,76.2798,0.6058,822135722.0,1392846217.8
399001.SZ,2025-09-05,12590.5616,12140.757,12597.8887,12085.5359,12118.7018,471.8598,3.8936,816494225.0,1325596804.6
399001.SZ,2025-09-04,12118.7018,12526.2994,12580.0892,11967.568,12471.9953,-353.2935,-2.8327,899356047.0,1436365320.8
399001.SZ,2025-09-03,12471.9953,12599.9559,12669.8034,12393.0898,12553.838,-81.8427,-0.6519,856848814.0,1351790359.5
399001.SZ,2025-09-02,12553.838,12817.0336,12857.1607,12450.4649,12828.9525,-275.1145,-2.1445,991083796.0,1652213634.7
399001.SZ,2025-09-01,12828.9525,12773.2194,12830.1815,12663.3386,12696.1507,132.8018,1.046,906187103.0,1541612589.3
399001.SZ,2025-08-29,12696.1507,12568.6298,12791.1785,12508.9736,12571.3712,124.7795,0.9926,900391593.0,1576605426.8
399001.SZ,2025-08-28,12571.3712,12254.274,12571.3712,12199.9385,12295.0695,276.3017,2.2473,1060772708.0,1705617179.7
399001.SZ,2025-08-27,12295.0695,12483.1946,12665.3568,12295.0695,12473.174,-178.1045,-1.4279,1143640218.0,1838716010.3
399001.SZ,2025-08-26,12473.174,12398.8132,12561.4919,12361.489,12441.0676,32.1064,0.2581,968856013.0,1564831995.9
399001.SZ,2025-08-25,12441.0676,12291.1228,12477.9731,12246.5635,12166.0606,275.007,2.2604,1070803276.0,1780233495.8
399001.SZ,2025-08-22,12166.0606,11902.0368,12167.278,11902.0368,11919.7624,246.2982,2.0663,891655700.0,1451618129.6
399001.SZ,2025-08-21,11919.7624,11965.8011,12011.7756,11865.4647,11926.7408,-6.9784,-0.0585,915642356.0,1426314863.0
399001.SZ,2025-08-20,11926.7408,11749.9932,11926.7408,11677.8547,11821.626,105.1148,0.8892,894032918.0,1390733947.7
399001.SZ,2025-08-19,11821.626,11827.9015,11908.6795,11774.9166,11835.5726,-13.9466,-0.1178,943169648.0,1527469705.9
399001.SZ,2025-08-18,11835.5726,11690.9383,11919.5652,11642.5898,11634.6678,200.9048,1.7268,1002271708.0,1630221110.3
399001.SZ,2025-08-15,11634.6678,11419.2825,11647.3921,11419.2825,11451.4347,183.2331,1.6001,798946150.0,1283986982.9
399001.SZ,2025-08-14,11451.4347,11557.0043,11607.4066,11417.9271,11551.3649,-99.9302,-0.8651,867991461.0,1329744664.1
399001.SZ,2025-08-13,11551.3649,11371.0813,11558.5927,11362.9004,11351.6325,199.7324,1.7595,795541705.0,1263914042.2
399001.SZ,2025-08-12,11351.6325,11292.4576,11351.6325,11255.4826,11291.4261,60.2064,0.5332,709632720.0,1103359004.0
399001.SZ,2025-08-11,11291.4261,11159.0268,11311.8812,11159.0268,11128.6725,162.7536,1.4625,713852946.0,1075643532.3
399001.SZ,2025-08-08,11128.6725,11136.3431,11184.5515,11108.464,11157.9408,-29.2683,-0.2623,681934694.0,996656917.1
399001.SZ,2025-08-07,11157.9408,11189.4886,11229.5862,11089.5791,11177.7818,-19.841,-0.1775,711415718.0,1075789507.4
399001.SZ,2025-08-06,11177.7818,11091.834,11177.878,11086.7167,11106.9569,70.8249,0.6377,695936984.0,1026846804.9
399001.SZ,2025-08-05,11106.9569,11078.5833,11106.9569,11041.4745,11041.5596,65.3973,0.5923,637905911.0,939698369.6
399001.SZ,2025-08-04,11041.5596,10932.6206,11041.5596,10928.4866,10991.3214,50.2382,0.4571,588265628.0,858774512.8
399001.SZ,2025-08-01,10991.3214,11001.2546,11068.3105,10919.8894,11009.7685,-18.4471,-0.1676,624304839.0,913705309.2
399001.SZ,2025-07-31,11009.7685,11208.4596,11223.6411,10976.2129,11203.0295,-193.261,-1.7251,741311343.0,1090142295.6
399001.SZ,2025-07-30,11203.0295,11262.9764,11307.6201,11126.9987,11289.4059,-86.3764,-0.7651,713948129.0,1024651537.6
399001.SZ,2025-07-29,11289.4059,11199.626,11289.4203,11136.276,11217.5814,71.8245,0.6403,687782458.0,1009564173.3
399001.SZ,2025-07-28,11217.5814,11176.3927,11226.1825,11114.925,11168.1414,49.44,0.4427,684039261.0,981041846.8
399001.SZ,2025-07-25,11168.1414,11196.2033,11210.9074,11139.3161,11193.0591,-24.9177,-0.2226,724401444.0,965727200.4
399001.SZ,2025-07-24,11193.0591,11069.6039,11193.0591,11069.6039,11059.0374,134.0217,1.2119,742250097.0,992466090.7
399001.SZ,2025-07-23,11059.0374,11101.3221,11158.223,11042.1968,11099.8309,-40.7935,-0.3675,772954593.0,1007553832.4
399001.SZ,2025-07-22,11099.8309,11004.0086,11099.8309,10970.2185,11007.4871,92.3438,0.8389,786153136.0,1052464845.8
399001.SZ,2025-07-21,11007.4871,10937.5997,11008.4772,10922.5228,10913.839,93.6481,0.8581,732596839.0,969074333.2
399001.SZ,2025-07-18,10913.839,10902.7243,10946.404,10865.8866,10873.6189,40.2201,0.3699,644428695.0,927415711.6
399001.SZ,2025-07-17,10873.6189,10718.8544,10873.6189,10718.8544,10720.8065,152.8124,1.4254,635545176.0,929578186.3
399001.SZ,2025-07-16,10720.8065,10749.7137,10804.1775,10697.4024,10744.5615,-23.755,-0.2211,616594267.0,869618924.9
399001.SZ,2025-07-15,10744.5615,10700.3725,10784.9679,10651.1545,10684.5167,60.0448,0.562,725709818.0,965196105.6
399001.SZ,2025-07-14,10684.5167,10705.4389,10715.0744,10663.8695,10696.0974,-11.5807,-0.1083,646463330.0,835636359.5
399001.SZ,2025-07-11,10696.0974,10637.4485,10757.2405,10610.8016,10631.1263,64.9711,0.6111,742645890.0,958569562.6
399001.SZ,2025-07-10,10631.1263,10593.7034,10667.4123,10562.1605,10581.7979,49.3284,0.4662,701359248.0,880987221.8
399001.SZ,2025-07-09,10581.7979,10592.5076,10656.5828,10557.8132,10588.3948,-6.5969,-0.0623,702950075.0,909213654.4
399001.SZ,2025-07-08,10588.3948,10431.778,10593.8374,10431.778,10435.5065,152.8883,1.4651,665860082.0,886431608.7
399001.SZ,2025-07-07,10435.5065,10488.1077,10501.3064,10426.5468,10508.7609,-73.2544,-0.6971,578492942.0,732443940.6
399001.SZ,2025-07-04,10508.7609,10534.9913,10610.5009,10480.7189,10534.5841,-25.8232,-0.2451,667051159.0,861303678.0
399001.SZ,2025-07-03,10534.5841,10431.0259,10546.7356,10431.0259,10412.6284,121.9557,1.1712,638445111.0,809521887.0
399001.SZ,2025-07-02,10412.6284,10455.8261,10455.8261,10386.4935,10476.294,-63.6656,-0.6077,678272984.0,833836483.4
399001.SZ,2025-07-01,10476.294,10458.3892,10483.3295,10407.1657,10465.1199,11.1741,0.1068,695078612.0,912458674.1
399001.SZ,2025-06-30,10465.1199,10405.9636,10470.2399,10399.9204,10378.5502,86.5697,0.8341,675662995.0,919719790.7
399001.SZ,2025-06-27,10378.5502,10371.8138,10455.507,10343.3009,10343.4784,35.0718,0.3391,698391693.0,935369242.4
399001.SZ,2025-06-26,10343.4784,10389.2318,10440.7253,10340.692,10393.7241,-50.2457,-0.4834,721001585.0,980056150.4
399001.SZ,2025-06-25,10393.7241,10240.1309,10403.5076,10233.1504,10217.6287,176.0954,1.7234,720493534.0,982567082.3
399001.SZ,2025-06-24,10217.6287,10074.2725,10224.1216,10074.2725,10048.3935,169.2352,1.6842,666588581.0,869699635.3
399001.SZ,2025-06-23,10048.3935,9950.1389,10064.7523,9950.1389,10005.0319,43.3616,0.4334,537795224.0,679817325.7
399001.SZ,2025-06-20,10005.0319,10039.0008,10084.1007,9998.4983,10051.9655,-46.9336,-0.4669,514811214.0,656812805.4
399001.SZ,2025-06-19,10051.9655,10156.1742,10181.9707,10027.3253,10175.5883,-123.6228,-1.2149,610114878.0,777365311.0
399001.SZ,2025-06-18,10175.5883,10142.583,10190.0355,10118.6754,10151.4267,24.1616,0.238,587501533.0,750056105.2
399001.SZ,2025-06-17,10151.4267,10177.6716,10198.9848,10129.4118,10163.5471,-12.1204,-0.1193,596927008.0,749174912.2
399001.SZ,2025-06-16,10163.5471,10096.5713,10173.0607,10096.5713,10122.114,41.4331,0.4093,568501402.0,733481224.1
399001.SZ,2025-06-13,10122.114,10193.9287,10215.5446,10089.5927,10234.3346,-112.2206,-1.0965,698026044.0,861812448.1
399001.SZ,2025-06-12,10234.3346,10208.2975,10263.4633,10182.4131,10246.0203,-11.6857,-0.1141,605519274.0,770143959.3
399001.SZ,2025-06-11,10246.0203,10176.495,10295.399,10176.495,10162.1811,83.8392,0.825,615814142.0,753651117.6
399001.SZ,2025-06-10,10162.1811,10248.2906,10256.8528,10095.0059,10250.1379,-87.9568,-0.8581,711190771.0,857931186.4
399001.SZ,2025-06-09,10250.1379,10200.4503,10280.8312,10190.2477,10183.6994,66.4385,0.6524,615263020.0,774512041.8
399001.SZ,2025-06-06,10183.6994,10205.5173,10223.5645,10166.701,10203.5012,-19.8018,-0.1941,562977357.0,699234004.7
399001.SZ,2025-06-05,10203.5012,10152.5515,10220.2986,10113.0462,10144.581,58.9202,0.5808,629553207.0,792163814.3
399001.SZ,2025-06-04,10144.581,10070.8533,10158.0248,10070.8533,10057.1702,87.4108,0.8691,588080191.0,706202700.3
399001.SZ,2025-06-03,10057.1702,10006.1303,10088.1856,10004.936,10040.6265,16.5437,0.1648,560674155.0,673116542.5
399001.SZ,2025-05-30,10040.6265,10091.1936,10099.1549,10022.81,10127.2045,-86.578,-0.8549,596050824.0,695819645.3
399001.SZ,2025-05-29,10127.2045,10006.4311,10139.1825,10002.0855,10003.2651,123.9394,1.239,612671248.0,731680602.2
399001.SZ,2025-05-28,10003.2651,10039.2487,10058.128,9987.4065,10029.1114,-25.8463,-0.2577,535691920.0,620609249.5
399001.SZ,2025-05-27,10029.1114,10074.0293,10076.8782,9996.828,10091.1584,-62.047,-0.6149,498056373.0,604517403.1
399001.SZ,2025-05-26,10091.1584,10114.6871,10142.9358,10044.0788,10132.4124,-41.254,-0.4071,484518140.0,609433795.8
399001.SZ,2025-05-23,10132.4124,10210.6166,10294.5661,10132.4124,10219.6213,-87.2089,-0.8533,562096509.0,687001322.8
399001.SZ,2025-05-22,10219.6213,10274.6758,10283.2947,10214.4967,10294.2208,-74.5995,-0.7247,557473920.0,664355148.9
399001.SZ,2025-05-21,10294.2208,10246.5151,10325.925,10243.1835,10249.1731,45.0477,0.4395,579532397.0,707488061.9
399001.SZ,2025-05-20,10249.1731,10182.2469,10273.5914,10151.8647,10171.0898,78.0833,0.7677,599353145.0,719390820.9
399001.SZ,2025-05-19,10171.0898,10171.291,10184.4018,10090.2959,10179.5957,-8.5059,-0.0836,553637087.0,649270162.1
399001.SZ,2025-05-16,10179.5957,10157.6824,10217.9077,10152.7711,10186.4478,-6.8521,-0.0673,541078660.0,653881582.5
399001.SZ,2025-05-15,10186.4478,10324.8426,10324.8426,10186.4478,10354.2223,-167.7745,-1.6203,571301660.0,691102456.4
399001.SZ,2025-05-14,10354.2223,10278.9076,10418.4403,10240.1332,10288.0831,66.1392,0.6429,622363369.0,781853572.2
399001.SZ,2025-05-13,10288.0831,10401.9451,10401.9451,10274.3398,10301.158,-13.0749,-0.1269,613097528.0,784916005.7
399001.SZ,2025-05-12,10301.158,10220.3298,10302.0463,10200.206,10126.8254,174.3326,1.7215,594910623.0,786328921.1
399001.SZ,2025-05-09,10126.8254,10190.1274,10190.1274,10087.5509,10197.6592,-70.8338,-0.6946,600370914.0,727147511.9
399001.SZ,2025-05-08,10197.6592,10081.2719,10222.8143,10067.3033,10104.1286,93.5306,0.9257,638666671.0,791766043.7
399001.SZ,2025-05-07,10104.1286,10218.3255,10248.9847,10048.0019,10082.3353,21.7933,0.2162,709736258.0,873086717.2
399001.SZ,2025-05-06,10082.3353,9974.5257,10082.3353,9960.5227,9899.8215,182.5138,1.8436,633772323.0,784345733.5
399001.SZ,2025-04-30,9899.8215,9863.4976,9925.8703,9845.3551,9849.8016,50.0199,0.5078,558738835.0,663740543.7
399001.SZ,2025-04-29,9849.8016,9828.4586,9882.5411,9799.6463,9855.1962,-5.3946,-0.0547,507795459.0,591202316.9
399001.SZ,2025-04-28,9855.1962,9925.7145,9926.9044,9848.6671,9917.055,-61.8588,-0.6238,555408555.0,614392701.3
399001.SZ,2025-04-25,9917.055,9900.0998,9976.7701,9878.6695,9878.3155,38.7395,0.3922,582049703.0,668149455.6
399001.SZ,2025-04-24,9878.3155,9933.8935,9969.9669,9846.2296,9935.797,-57.4815,-0.5785,579335114.0,674313084.0
399001.SZ,2025-04-23,9935.797,9956.3691,9990.0258,9892.7,9870.0539,65.7431,0.6661,621168380.0,743505156.3
399001.SZ,2025-04-22,9870.0539,9882.9598,9914.4691,9857.7685,9905.5279,-35.474,-0.3581,569736692.0,637326686.3
399001.SZ,2025-04-21,9905.5279,9768.6466,9913.0886,9733.4299,9781.6476,123.8803,1.2665,533998892.0,612012816.5
399001.SZ,2025-04-18,9781.6476,9745.7498,9798.4258,9719.9513,9759.0472,22.6004,0.2316,486440347.0,534342502.0
399001.SZ,2025-04-17,9759.0472,9715.2938,9828.9225,9712.0001,9774.7273,-15.6801,-0.1604,493872134.0,556858435.9
399001.SZ,2025-04-16,9774.7273,9813.1256,9814.4986,9650.7923,9858.0969,-83.3696,-0.8457,555508747.0,622703442.4
399001.SZ,2025-04-15,9858.0969,9886.097,9895.4464,9804.6018,9884.3017,-26.2048,-0.2651,544569536.0,620861217.9
399001.SZ,2025-04-14,9884.3017,9955.6551,9964.7256,9862.3448,9834.4446,49.8571,0.507,630035329.0,733662247.5
399001.SZ,2025-04-11,9834.4446,9681.4521,9909.5578,9679.2798,9754.6435,79.8011,0.8181,637990026.0,767874017.9
399001.SZ,2025-04-10,9754.6435,9757.9781,9884.238,9713.6368,9539.8919,214.7516,2.2511,797938784.0,927111334.9
399001.SZ,2025-04-09,9539.8919,9271.2365,9591.8094,9119.6006,9424.6795,115.2124,1.2225,872477164.0,944174886.2
399001.SZ,2025-04-08,9424.6795,9356.6935,9505.6392,9296.1191,9364.4976,60.1819,0.6427,818901452.0,895477031.2
399001.SZ,2025-04-07,9364.4976,9747.6613,9831.6301,9220.124,10365.7315,-1001.2339,-9.6591,729798956.0,852431714.9
399001.SZ,2025-04-03,10365.7315,10384.9503,10481.5984,10328.0237,10513.1169,-147.3854,-1.4019,522538633.0,651109936.8
399001.SZ,2025-04-02,10513.1169,10500.5274,10573.0078,10490.8489,10503.6553,9.4616,0.0901,459055451.0,562826586.4
399001.SZ,2025-04-01,10503.6553,10523.6459,10581.9793,10491.7036,10504.3318,-0.6765,-0.0064,505965713.0,632850855.4
399001.SZ,2025-03-31,10504.3318,10559.6562,10609.7654,10427.955,10607.3309,-102.9991,-0.971,566712756.0,690054229.8
399001.SZ,2025-03-28,10607.3309,10658.1522,10688.0501,10593.8522,10668.101,-60.7701,-0.5696,550601537.0,650166739.6
399001.SZ,2025-03-27,10668.101,10610.8858,10745.0895,10556.6153,10643.8189,24.2821,0.2281,573575591.0,694232398.5
399001.SZ,2025-03-26,10643.8189,10636.1164,10703.0375,10635.7795,10649.0764,-5.2575,-0.0494,562463496.0,669119730.2
399001.SZ,2025-03-25,10649.0764,10702.6892,10735.5501,10618.0521,10695.4879,-46.4115,-0.4339,602843293.0,741833982.0
399001.SZ,2025-03-24,10695.4879,10695.0177,10723.7527,10563.8847,10687.5533,7.9346,0.0742,731868307.0,863993868.6
399001.SZ,2025-03-21,10687.5533,10843.9793,10898.2566,10656.8793,10879.4891,-191.9358,-1.7642,737977425.0,927692315.4
399001.SZ,2025-03-20,10879.4891,10971.4119,10973.1404,10869.1644,10979.0519,-99.5628,-0.9068,660332778.0,875945195.3
399001.SZ,2025-03-19,10979.0519,11003.7331,11030.1874,10916.2791,11014.7474,-35.6955,-0.3241,658306054.0,906472303.7
399001.SZ,2025-03-18,11014.7474,10999.3224,11041.4122,10958.871,10957.818,56.9294,0.5195,670260918.0,933349997.3
399001.SZ,2025-03-17,10957.818,11009.5744,11015.4686,10940.7702,10978.2984,-20.4804,-0.1866,701573926.0,933655218.1
399001.SZ,2025-03-14,10978.2984,10741.5225,10985.9513,10737.625,10736.1944,242.104,2.255,758213807.0,1041778692.5
399001.SZ,2025-03-13,10736.1944,10830.1083,10865.3191,10677.8372,10843.2266,-107.0322,-0.9871,730316555.0,970516736.8
399001.SZ,2025-03-12,10843.2266,10897.4249,10939.5681,10828.424,10861.164,-17.9374,-0.1652,756834238.0,1035254200.5
399001.SZ,2025-03-11,10861.164,10698.807,10861.164,10692.7184,10825.7042,35.4598,0.3276,670244772.0,889609924.0
399001.SZ,2025-03-10,10825.7042,10862.9288,10896.1103,10747.1367,10843.7328,-18.0286,-0.1663,674926263.0,910633461.5
399001.SZ,2025-03-07,10843.7328,10858.7771,10931.9462,10798.1937,10898.7514,-55.0186,-0.5048,820368124.0,1130360435.7
399001.SZ,2025-03-06,10898.7514,10774.0794,10924.2213,10759.4019,10709.4601,189.2913,1.7675,820551026.0,1170018723.5
399001.SZ,2025-03-05,10709.4601,10686.4669,10718.6895,10626.7104,10679.4351,30.025,0.2811,668283361.0,906047047.0
399001.SZ,2025-03-04,10679.4351,10558.7457,10688.5294,10540.4184,10649.5918,29.8433,0.2802,635011280.0,866849634.2
399001.SZ,2025-03-03,10649.5918,10642.1846,10803.6717,10586.1982,10611.2398,38.352,0.3614,725068982.0,980695622.3
399001.SZ,2025-02-28,10611.2398,10861.8241,10883.8316,10583.7068,10927.5078,-316.268,-2.8942,825580118.0,1108968938.0
