ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,2025-12-31,3968.8401,3968.7256,3977.5358,3955.4871,3965.1159,3.7242,0.0939,490751490.0,829511897.5
000001.SH,2025-12-30,3965.1159,3947.8707,3979.9901,3947.4187,3965.2796,-0.1637,-0.0041,525932588.0,887533318.6
000001.SH,2025-12-29,3965.2796,3964.6513,3983.9787,3956.9455,3963.6789,1.6007,0.0404,563687197.0,903819726.8
000001.SH,2025-12-26,3963.6789,3957.8326,3977.7062,3945.5238,3959.6211,4.0578,0.1025,555489592.0,893644363.9
000001.SH,2025-12-25,3959.6211,3937.7196,3964.0733,3936.0782,3940.947,18.6741,0.4738,469313093.0,785018650.1
000001.SH,2025-12-24,3940.947,3920.3466,3947.0408,3912.3107,3919.9786,20.9684,0.5349,474896447.0,773928624.5
000001.SH,2025-12-23,3919.9786,3919.1063,3937.127,3910.7449,3917.3638,2.6148,0.0667,521156952.0,806853443.0
000001.SH,2025-12-22,3917.3638,3900.535,3920.0121,3900.5152,3890.4475,26.9163,0.6919,522938992.0,789756386.8
000001.SH,2025-12-19,3890.4475,3878.227,3902.6708,3871.7767,3876.3705,14.077,0.3631,513511893.0,738066004.8
000001.SH,2025-12-18,3876.3705,3857.2568,3888.2853,3856.4229,3870.2775,6.093,0.1574,461172625.0,704895595.2
000001.SH,2025-12-17,3870.2775,3822.5086,3881.7519,3817.9955,3824.8119,45.4656,1.1887,512313692.0,766820526.3
000001.SH,2025-12-16,3824.8119,3861.5145,3862.4271,3815.8444,3867.9209,-43.109,-1.1145,512494827.0,733294004.0
000001.SH,2025-12-15,3867.9209,3865.4021,3896.9769,3863.6296,3889.3457,-21.4248,-0.5509,500922790.0,764604815.5
000001.SH,2025-12-12,3889.3457,3869.4127,3891.8068,3850.5968,3873.3176,16.0281,0.4138,573947130.0,909950905.5
000001.SH,2025-12-11,3873.3176,3903.8948,3904.9632,3862.821,3900.496,-27.1784,-0.6968,525658600.0,764350151.6
000001.SH,2025-12-10,3900.496,3901.1275,3906.1163,3876.4745,3909.5216,-9.0256,-0.2309,497331504.0,730359828.4
000001.SH,2025-12-09,3909.5216,3916.5087,3923.8986,3902.1278,3924.0778,-14.5562,-0.3709,524538256.0,781160399.4
000001.SH,2025-12-08,3924.0778,3909.226,3936.3111,3904.7377,3902.8076,21.2702,0.545,547349789.0,839439003.4
000001.SH,2025-12-05,3902.8076,3873.1207,3907.7816,3863.3137,3875.7933,27.0143,0.697,500368768.0,716742448.9
000001.SH,2025-12-04,3875.7933,3879.7417,3888.8595,3859.0491,3877.9996,-2.2063,-0.0569,445040290.0,623712571.5
000001.SH,2025-12-03,3877.9996,3894.1556,3901.696,3869.9528,3897.7116,-19.712,-0.5057,485617270.0,647166528.2
000001.SH,2025-12-02,3897.7116,3908.4559,3908.7688,3888.3275,3914.0061,-16.2945,-0.4163,455584494.0,627440672.5
000001.SH,2025-12-01,3914.0061,3894.2132,3914.4644,3890.9485,3888.5962,25.4099,0.6534,537554133.0,785658341.9
000001.SH,2025-11-28,3888.5962,3870.9438,3888.8885,3856.25,3875.2594,13.3368,0.3442,449931973.0,645755815.1
000001.SH,2025-11-27,3875.2594,3867.1971,3895.5892,3864.1311,3864.1844,11.075,0.2866,444021947.0,698519107.2
