ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000300.SH,2025-09-22,64325547685607.0,49507350429785.0,4320456982387.0,3270158103834.0,1102398698938.0,0.6,1.78,14.15,13.97,1.45
000300.SH,2025-09-19,64272598319119.0,49363466659181.0,4320449186891.0,3270150308338.0,1102520770551.0,0.69,2.04,14.14,13.96,1.45
000300.SH,2025-09-18,64275419584313.0,49400103232487.0,4320449075449.0,3270150196896.0,1101821483855.0,0.95,2.81,14.14,13.96,1.45
000300.SH,2025-09-17,65184842608641.0,50047415281505.0,4320450129583.0,3270149965525.0,1101818397384.0,0.72,2.14,14.34,14.16,1.47
000300.SH,2025-09-16,64865427762515.0,49833985188113.0,4320447330035.0,3270146985497.0,1101811192719.0,0.76,2.26,14.27,14.09,1.46
000300.SH,2025-09-15,65063188725871.0,49865860375313.0,4320288963829.0,3266831229677.0,1098644791124.0,0.71,2.11,14.31,14.13,1.47
000300.SH,2025-09-12,65054686823569.0,49843355982543.0,4320287864915.0,3266830957974.0,1098597668753.0,0.82,2.43,14.31,14.13,1.47
000300.SH,2025-09-11,65281583198493.0,50088362222847.0,4317234102223.0,3266830199931.0,1099443669584.0,0.78,2.3,14.36,14.18,1.47
000300.SH,2025-09-10,64190247144806.0,49139809435824.0,4317233986105.0,3266829594318.0,1099433255821.0,0.62,1.85,14.12,13.94,1.45
000300.SH,2025-09-09,64002531096406.0,49027558284401.0,4316472706494.0,3266826525139.0,1099430186642.0,0.68,2.01,14.08,13.9,1.45
000300.SH,2025-09-08,64387788786700.0,49295797525895.0,4316540367348.0,3266891185993.0,1099395245786.0,0.82,2.43,14.16,13.99,1.45
000300.SH,2025-09-05,64338024145611.0,49241624789995.0,4316529295756.0,3266303694554.0,1099385703170.0,0.76,2.27,14.15,13.98,1.45
000300.SH,2025-09-04,63735618840131.0,48665930168989.0,4332897158660.0,3283694740807.0,1109876259161.0,0.94,2.77,14.03,13.85,1.44
000300.SH,2025-09-03,64462384444825.0,49311134582678.0,4332894194472.0,3283691776619.0,1109873294973.0,0.77,2.29,14.19,14.01,1.45
000300.SH,2025-09-02,65062111130259.0,49846605038858.0,4332947418673.0,3296962894875.0,1123180665030.0,0.92,2.71,14.32,14.14,1.47
000300.SH,2025-09-01,65041556006581.0,49957810482157.0,4332656217801.0,3296672335761.0,1109668264899.0,0.97,2.89,14.32,14.14,1.47
000300.SH,2025-08-29,64936407307721.0,49791300838485.0,4332660145386.0,3296676394643.0,1109172389953.0,1.07,3.17,14.3,14.15,1.48
000300.SH,2025-08-28,64505415273191.0,49412583366164.0,4332740035799.0,3295562517549.0,1109786033866.0,0.9,2.67,14.2,14.09,1.47
000300.SH,2025-08-27,63719493407703.0,48768051010503.0,4332536996891.0,3295345245821.0,1109979375511.0,1.01,3.0,14.03,13.86,1.46
000300.SH,2025-08-26,64795031043475.0,49591384006764.0,4332583956597.0,3295392302045.0,1110096594148.0,0.82,2.44,14.27,14.11,1.49
000300.SH,2025-08-25,65049892432101.0,49793517387968.0,4331878461682.0,3295416165297.0,1110131428466.0,1.09,3.23,14.32,14.18,1.49
000300.SH,2025-08-22,64068536569506.0,48928799690296.0,4331867250285.0,3295417578098.0,1110087108649.0,0.88,2.62,14.11,13.97,1.47
000300.SH,2025-08-21,63063678946976.0,48085589109246.0,4330844517277.0,3295186807619.0,1110064500180.0,0.79,2.33,13.88,13.73,1.45
000300.SH,2025-08-20,62748871087024.0,47865768899794.0,4330844517277.0,3295186807619.0,1110071269695.0,0.75,2.22,13.81,13.67,1.44
000300.SH,2025-08-19,62125192927864.0,47356028285386.0,4330844517277.0,3295186807619.0,1110071269695.0,0.76,2.26,13.68,13.53,1.43
000300.SH,2025-08-18,62229781689385.0,47388255248798.0,4330844517277.0,3295144624064.0,1110023466150.0,0.91,2.72,13.7,13.54,1.43
000300.SH,2025-08-15,61836391979739.0,47040140892585.0,4330842055109.0,3294891556236.0,1110027163902.0,0.79,2.35,13.61,13.46,1.42
000300.SH,2025-08-14,61669575460129.0,46848556153637.0,4330847528976.0,3294896247236.0,1110021893920.0,0.67,1.99,13.58,13.42,1.42
000300.SH,2025-08-13,61669214827521.0,46837965768462.0,4330847419577.0,3294422550267.0,1110021784521.0,0.65,1.93,13.58,13.42,1.42
000300.SH,2025-08-12,61475042062195.0,46615758284542.0,4330848433405.0,3294422365256.0,1110021599510.0,0.54,1.6,13.53,13.39,1.41
000300.SH,2025-08-11,61076267484487.0,46099276939494.0,4330848394225.0,3292984183109.0,1117962363158.0,0.58,1.7,13.45,13.3,1.4
000300.SH,2025-08-08,61080973217754.0,46038253226320.0,4330868399025.0,3293007391742.0,1117980488987.0,0.53,1.55,13.45,13.31,1.39
000300.SH,2025-08-07,61171513147894.0,46069646519368.0,4330794176168.0,3291993171315.0,1117980428187.0,0.6,1.78,13.47,13.33,1.41
000300.SH,2025-08-06,61061060645209.0,45979614330430.0,4330807178902.0,3291944334897.0,1118045786840.0,0.54,1.58,13.44,13.32,1.4
000300.SH,2025-08-05,60948158684305.0,45859728916126.0,4330766297891.0,3291943933653.0,1118118281459.0,0.54,1.6,13.42,13.29,1.4
000300.SH,2025-08-04,60365388906536.0,45411031944324.0,4330766195348.0,3291943831110.0,1118236669215.0,0.49,1.45,13.29,13.17,1.39
000300.SH,2025-08-01,60122303225831.0,45241390205420.0,4330765923418.0,3291935254766.0,1118281092871.0,0.6,1.75,13.24,13.12,1.38
000300.SH,2025-07-31,60448352728648.0,45498437335877.0,4330765840959.0,3291935172307.0,1118281510412.0,0.81,2.39,13.31,13.19,1.39
000300.SH,2025-07-30,61273830186755.0,46073819429511.0,4330765624604.0,3291585385691.0,1118281239778.0,0.76,2.23,13.49,13.39,1.41
000300.SH,2025-07-29,61093541255216.0,45934801045824.0,4330765405841.0,3291577914428.0,1118321082207.0,0.7,2.06,13.45,13.35,1.41
000300.SH,2025-07-28,61841975108260.0,45786734615581.0,4327142671315.0,3288972419408.0,1116682932949.0,0.68,1.99,13.61,13.52,1.42
000300.SH,2025-07-25,61799278367225.0,45731452164285.0,4327143067387.0,3288967392842.0,1116730210963.0,0.83,2.45,13.61,13.51,1.42
000300.SH,2025-07-24,62161013369178.0,45958774875197.0,4327142764859.0,3287374969662.0,1116730287783.0,0.97,2.86,13.69,13.59,1.43
000300.SH,2025-07-23,61949102674559.0,45765765776333.0,4327269003376.0,3287374648929.0,1116729967050.0,0.91,2.69,13.64,13.54,1.42
000300.SH,2025-07-22,61884538326366.0,45732074004308.0,4327206541934.0,3287374344387.0,1116729662508.0,0.78,2.31,13.62,13.53,1.42
000300.SH,2025-07-21,61519671070550.0,45413323287546.0,4327342426227.0,3287503556680.0,1116869654350.0,0.68,2.0,13.54,13.45,1.41
000300.SH,2025-07-18,61228881567910.0,45161529336016.0,4327153261393.0,3287324301194.0,1116686059176.0,0.57,1.67,13.48,13.39,1.41
000300.SH,2025-07-17,60896441808933.0,44883548044302.0,4327152912865.0,3287292645866.0,1116654857376.0,0.49,1.44,13.41,13.32,1.4
000300.SH,2025-07-16,60756513300916.0,44736563714139.0,4327152670566.0,3287289980867.0,1116652192377.0,0.46,1.35,13.38,13.29,1.39
000300.SH,2025-07-15,60894301249566.0,44869756950482.0,4327256944625.0,3287392172522.0,1116842197242.0,0.58,1.71,13.41,13.32,1.39
000300.SH,2025-07-14,60993858801639.0,44917809348375.0,4327250317646.0,3287385545543.0,1116835570263.0,0.63,1.86,13.43,13.33,1.4
000300.SH,2025-07-11,60914676253576.0,44835539807721.0,4327377711374.0,3287380112183.0,1116831638703.0,0.8,2.35,13.41,13.31,1.39
000300.SH,2025-07-10,61050839951885.0,44897187875470.0,4327375481604.0,3287382350605.0,1116828132665.0,0.64,1.88,13.44,13.34,1.39
000300.SH,2025-07-09,60721794685734.0,44643602395432.0,4326123119896.0,3287386513458.0,1116829863141.0,0.53,1.55,13.37,13.27,1.38
000300.SH,2025-07-08,60704131671427.0,44668827138823.0,4326042187172.0,3287385580734.0,1117175300351.0,0.48,1.4,13.36,13.26,1.38
000300.SH,2025-07-07,60354861081493.0,44352311265737.0,4326052672743.0,3287404257746.0,1117216884015.0,0.4,1.17,13.29,13.19,1.38
000300.SH,2025-07-04,60553729188285.0,44506535335257.0,4326006044943.0,3287392897488.0,1117205523757.0,0.48,1.41,13.33,13.23,1.38
000300.SH,2025-07-03,60225471834210.0,44263119391178.0,4326004659363.0,3287368349246.0,1117174946901.0,0.43,1.26,13.26,13.16,1.37
000300.SH,2025-07-02,60061357592114.0,44088816483061.0,4325816969451.0,3287177399690.0,1115836997252.0,0.45,1.32,13.22,13.12,1.37
000300.SH,2025-07-01,60029234572189.0,44045801183088.0,4325310430984.0,3285934740843.0,1116559206900.0,0.39,1.16,13.22,13.12,1.37
000300.SH,2025-06-30,59802416342277.0,43902284931140.0,4324397219103.0,3285021528962.0,1116592307446.0,0.44,1.3,13.17,13.07,1.36
000300.SH,2025-06-27,59603390057231.0,43752045137503.0,4324397218958.0,3284996398743.0,1116567177372.0,0.59,1.74,13.12,13.02,1.36
000300.SH,2025-06-26,60252724186088.0,44185659449213.0,4324416922176.0,3284995468591.0,1117135146870.0,0.5,1.48,13.27,13.16,1.37
000300.SH,2025-06-25,60283156811172.0,44276565861193.0,4312838608944.0,3285006559332.0,1120332193696.0,0.57,1.67,13.27,13.17,1.37
000300.SH,2025-06-24,59615746325909.0,43795588245979.0,4312159398523.0,3285006212168.0,1120473553565.0,0.5,1.46,13.12,13.03,1.35
000300.SH,2025-06-23,59050207579457.0,43334542073381.0,4311650692491.0,3284822923036.0,1120308411113.0,0.41,1.19,13.0,12.9,1.34
000300.SH,2025-06-20,58705332883756.0,43175095624563.0,4290716715037.0,3284822103563.0,1119490548247.0,0.36,1.06,12.92,12.83,1.34
000300.SH,2025-06-19,58574623414100.0,43107205936724.0,4290584452739.0,3284675174457.0,1119390890226.0,0.4,1.16,12.9,12.8,1.33
000300.SH,2025-06-18,58657129147095.0,43373831308968.0,4248379742878.0,3284675174447.0,1119405819182.0,0.39,1.14,12.91,12.82,1.34
000300.SH,2025-06-17,58502048877201.0,43282923452220.0,4248379742878.0,3284675174447.0,1119405819182.0,0.37,1.09,12.88,12.78,1.34
000300.SH,2025-06-16,58488153210855.0,43258789963833.0,4248382382094.0,3284675126094.0,1119425478042.0,0.42,1.23,12.88,12.78,1.34
000300.SH,2025-06-13,57882017600252.0,42988850420448.0,4215355288960.0,3266951966000.0,1109920575516.0,0.53,1.55,12.81,12.72,1.33
000300.SH,2025-06-12,58155934713380.0,43226453468005.0,4215096862370.0,3266660045050.0,1109784272616.0,0.41,1.21,12.87,12.78,1.34
000300.SH,2025-06-11,58265321754476.0,43267631612024.0,4215127272892.0,3266660044773.0,1109784272616.0,0.44,1.28,12.9,12.8,1.34
000300.SH,2025-06-10,57008124292647.0,42968488230317.0,4212669672292.0,3266658044173.0,1109233430157.0,0.45,1.31,12.62,12.53,1.31
000300.SH,2025-06-09,57206888776084.0,43131484692228.0,4212126499963.0,3266108005180.0,1109226906563.0,0.42,1.23,12.66,12.57,1.31
000300.SH,2025-06-06,57162493606001.0,43053818985263.0,4211387512156.0,3265355600808.0,1108919852272.0,0.34,1.0,12.65,12.56,1.31
000300.SH,2025-06-05,57175983584772.0,43046372165620.0,4210983743218.0,3264971536667.0,1108535788131.0,0.38,1.11,12.66,12.56,1.31
000300.SH,2025-06-04,57043488973174.0,42941567830217.0,4210983515433.0,3264971478271.0,1108873418006.0,0.36,1.05,12.63,12.54,1.31
000300.SH,2025-06-03,56887807500416.0,42805168292135.0,4211106998878.0,3264959657866.0,1111088769143.0,0.4,1.18,12.59,12.5,1.31
000300.SH,2025-05-30,56708288416687.0,42697811944507.0,4211515974023.0,3265371840534.0,1111356032118.0,0.34,1.0,12.55,12.46,1.3
000300.SH,2025-05-29,56830756282074.0,42837260244842.0,4211564313029.0,3265427448675.0,1111435075107.0,0.33,0.98,12.58,12.49,1.3
000300.SH,2025-05-28,56623201367874.0,42654313789742.0,4211408962292.0,3265272987893.0,1111280614325.0,0.27,0.8,12.54,12.44,1.3
000300.SH,2025-05-27,56662883993674.0,42646587688695.0,4211123449272.0,3265018921165.0,1111026547597.0,0.3,0.89,12.54,12.45,1.3
000300.SH,2025-05-26,56826804044596.0,42803622587489.0,4211119316251.0,3264996294420.0,1111001769283.0,0.34,0.99,12.58,12.49,1.3
000300.SH,2025-05-23,57096103234619.0,43025321655821.0,4210875768983.0,3264957089467.0,1110964715899.0,0.37,1.08,12.64,12.55,1.31
000300.SH,2025-05-22,57558984579905.0,43391253836388.0,4210854400701.0,3264956057885.0,1110963684317.0,0.33,0.97,12.74,12.65,1.32
000300.SH,2025-05-21,57561388781889.0,43385931840242.0,4210922082467.0,3265023698051.0,1111060527221.0,0.34,0.99,12.74,12.65,1.32
000300.SH,2025-05-20,57296382780721.0,43177360225895.0,4210903038265.0,3265005621464.0,1109448281765.0,0.32,0.95,12.68,12.59,1.32
000300.SH,2025-05-19,56999871605121.0,42995931775047.0,4210807645285.0,3265033246484.0,1109475906785.0,0.3,0.89,12.62,12.53,1.31
000300.SH,2025-05-16,57160822811741.0,43134968306351.0,4210807238397.0,3265031860846.0,1109474521147.0,0.36,1.07,12.65,12.56,1.31
000300.SH,2025-05-15,57498588897468.0,43410675422104.0,4210863120065.0,3265011923383.0,1109530402740.0,0.42,1.24,12.73,12.64,1.32
000300.SH,2025-05-14,57880736958326.0,43704957879387.0,4210862444484.0,3265011247802.0,1109540129431.0,0.53,1.55,12.81,12.72,1.33
000300.SH,2025-05-13,57207610043948.0,43183953515116.0,4210861713867.0,3265010827210.0,1109539708839.0,0.45,1.33,12.66,12.57,1.31
000300.SH,2025-05-12,57047996766778.0,43060057254944.0,4210860081801.0,3265007288439.0,1109567907035.0,0.47,1.38,12.63,12.54,1.31
000300.SH,2025-05-09,56605270933814.0,42669961424928.0,4210646070384.0,3264792322915.0,1109352941511.0,0.37,1.08,12.53,12.44,1.3
000300.SH,2025-05-08,56622485995641.0,42663334125053.0,4210643740832.0,3264791142111.0,1109325632438.0,0.38,1.13,12.54,12.45,1.3
000300.SH,2025-05-07,56454057896080.0,42495797179430.0,4210640249427.0,3264763342680.0,1109305694093.0,0.49,1.45,12.5,12.41,1.29
000300.SH,2025-05-06,55943023954215.0,42130910098382.0,4210639251074.0,3264762460604.0,1109324219816.0,0.49,1.43,12.39,12.3,1.28
000300.SH,2025-04-30,55546974708800.0,41808310557857.0,4210867211574.0,3264762460604.0,1122568487604.0,0.44,1.28,12.3,12.21,1.27
000300.SH,2025-04-29,55902900814110.0,42006589058000.0,4210867211574.0,3264722251346.0,1129137383790.0,0.34,0.99,12.19,12.3,1.3
000300.SH,2025-04-28,56091346140114.0,42144605812443.0,4210868468385.0,3264627515892.0,1130079687901.0,0.38,1.11,12.17,12.32,1.31
000300.SH,2025-04-25,56019360223528.0,42137646953845.0,4210868113076.0,3264599014435.0,1136820119549.0,0.38,1.1,12.12,12.26,1.31
000300.SH,2025-04-24,56090408042631.0,42191863711027.0,4210866269882.0,3264597926269.0,1137549743912.0,0.36,1.03,12.11,12.29,1.31
000300.SH,2025-04-23,55966130839050.0,42104667562392.0,4210866135490.0,3264597181752.0,1137241496505.0,0.4,1.16,12.12,12.27,1.31
000300.SH,2025-04-22,56031504779108.0,42110696913683.0,4210866132778.0,3262961987778.0,1138557527721.0,0.39,1.1,12.12,12.29,1.31
000300.SH,2025-04-21,55874575240404.0,42017467105515.0,4210866665206.0,3262962012964.0,1141723322946.0,0.37,1.06,12.07,12.25,1.31
000300.SH,2025-04-18,55934801766991.0,41988548485160.0,4210864762454.0,3262378192082.0,1141490637604.0,0.32,0.9,12.1,12.26,1.31
000300.SH,2025-04-17,55862072746374.0,41970987753139.0,4210549726327.0,3262336034158.0,1141836267174.0,0.38,1.07,12.09,12.25,1.31
000300.SH,2025-04-16,55862387641424.0,41971095152149.0,4210549773847.0,3262336009598.0,1142239529698.0,0.48,1.37,12.09,12.26,1.32
000300.SH,2025-04-15,55502681337635.0,41720096397916.0,4210560568876.0,3262328681253.0,1141967347891.0,0.41,1.17,12.01,12.17,1.31
000300.SH,2025-04-14,55310783817958.0,41603523075791.0,4210560502964.0,3262328634253.0,1141747421574.0,0.5,1.44,11.96,12.14,1.3
000300.SH,2025-04-11,55028777262678.0,41437273195027.0,4210563398640.0,3262353402178.0,1141747421574.0,0.52,1.48,11.92,12.09,1.29
000300.SH,2025-04-10,54895214315009.0,41346115758498.0,4210563120392.0,3262353140955.0,1141955117831.0,0.7,1.99,11.89,12.07,1.29
000300.SH,2025-04-09,54452494696424.0,40941563238386.0,4210560348131.0,3262349920313.0,1141955117831.0,0.8,2.3,11.8,11.97,1.28
000300.SH,2025-04-08,54130060556262.0,40652866296050.0,4210560348131.0,3262349962638.0,1142081949628.0,0.86,2.45,11.73,11.9,1.27
000300.SH,2025-04-07,53075720147508.0,39875045628313.0,4210639870322.0,3261597330164.0,1142185554450.0,0.96,2.74,11.5,11.67,1.25
000300.SH,2025-04-03,56493807236733.0,42618173597889.0,4210635393640.0,3261596068410.0,1144124931525.0,0.44,1.25,12.24,12.42,1.33
000300.SH,2025-04-02,56571544981362.0,42744878693079.0,4210634471232.0,3261594866091.0,1143576310978.0,0.35,0.99,12.28,12.44,1.33
000300.SH,2025-04-01,56556634197012.0,42748350957561.0,4210358009936.0,3261319182063.0,1141110810624.0,0.43,1.23,12.28,12.43,1.33
000300.SH,2025-03-31,56613112917001.0,42754102123251.0,4210233758769.0,3261312403575.0,1139675239003.0,0.51,1.46,12.16,12.38,1.33
000300.SH,2025-03-28,56737928831535.0,42941542283390.0,4210233178517.0,3261258788591.0,1139494933382.0,0.39,1.11,12.25,12.43,1.35
000300.SH,2025-03-27,57070179130393.0,43163178737769.0,4210233364017.0,3261255677412.0,1139594244699.0,0.39,1.11,12.48,12.53,1.36
000300.SH,2025-03-26,56864948463123.0,43029663455390.0,4210215198526.0,3261237493294.0,1139997907264.0,0.4,1.15,12.74,12.5,1.36
