ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000016.SH,2013/12/25,8764599764259.0,7066435951035.0,1536462237905.0,1244443682413.0,2.6522E+11,0.11,0.5,8.35,7.51,1.21
000016.SH,2013/12/26,8651855348765.0,6975385504831.0,1536462237905.0,1244443682413.0,2.6522E+11,0.14,0.66,8.24,7.41,1.19
000016.SH,2013/12/27,8755308824747.0,7056457067835.0,1536462237905.0,1244443682413.0,2.6522E+11,0.16,0.73,8.34,7.5,1.2
000016.SH,2013/12/30,8722020554392.0,7032755215961.0,1536462237905.0,1244443682413.0,2.6522E+11,0.14,0.67,8.31,7.47,1.2
000016.SH,2013/12/31,8820261105344.0,7111933770713.0,1536462237905.0,1244443682413.0,2.6522E+11,0.19,0.89,8.4,7.55,1.21
000016.SH,2014/1/2,8764338818186.0,7067457215618.0,1536462237905.0,1244443682413.0,2.6522E+11,0.13,0.59,8.35,7.51,1.21
000016.SH,2014/1/3,8661541521207.0,6982816124299.0,1536685487807.0,1244443732566.0,2.65765E+11,0.18,0.82,8.25,7.42,1.19
000016.SH,2014/1/6,8608851664477.0,6938808418901.0,1537502964371.0,1245261209130.0,2.66583E+11,0.2,0.93,8.2,7.35,1.18
000016.SH,2014/1/7,8591088063131.0,6924494340103.0,1537502964371.0,1245261209130.0,2.66563E+11,0.12,0.58,8.18,7.34,1.18
000016.SH,2014/1/8,8578683248976.0,6908889006381.0,1537502964371.0,1245261209130.0,2.66563E+11,0.14,0.66,8.17,7.33,1.18
000016.SH,2014/1/9,8513459813970.0,6858150169556.0,1537502964371.0,1245261209130.0,2.66563E+11,0.13,0.61,8.11,7.26,1.17
000016.SH,2014/1/10,8490154987808.0,6847174310338.0,1537794015538.0,1245797251547.0,2.67098E+11,0.14,0.63,8.09,7.24,1.16
000016.SH,2014/1/13,8494241954270.0,6849873804447.0,1537794015538.0,1245797251547.0,2.67098E+11,0.14,0.64,8.09,7.25,1.16
000016.SH,2014/1/14,8527295219647.0,6877848051656.0,1537794015538.0,1245797251547.0,2.67098E+11,0.14,0.66,8.12,7.28,1.17
000016.SH,2014/1/15,8472203200469.0,6834290691175.0,1538196320538.0,1245757021047.0,2.67236E+11,0.12,0.55,8.07,7.23,1.16
000016.SH,2014/1/16,8466330575950.0,6826071133284.0,1538196320538.0,1245757021047.0,2.67236E+11,0.14,0.65,8.06,7.22,1.16
000016.SH,2014/1/17,8441724943265.0,6808998759443.0,1538196320538.0,1245757021047.0,2.67236E+11,0.14,0.67,8.04,7.2,1.16
000016.SH,2014/1/20,8374467339465.0,6755345408779.0,1538196320538.0,1245757021047.0,2.67189E+11,0.1,0.48,7.98,7.15,1.15
000016.SH,2014/1/21,8417840834883.0,6789823227421.0,1538196320538.0,1245757021047.0,2.67189E+11,0.1,0.47,8.02,7.18,1.15
000016.SH,2014/1/22,8562980625078.0,6909449218970.0,1538196320538.0,1245757021047.0,2.67189E+11,0.19,0.9,8.15,7.31,1.17
000016.SH,2014/1/23,8478225011596.0,6841879834247.0,1538196320538.0,1245757021047.0,2.67189E+11,0.14,0.65,8.07,7.23,1.16
000016.SH,2014/1/24,8491595265007.0,6855646621798.0,1538196320538.0,1245757021047.0,2.67189E+11,0.15,0.71,8.09,7.25,1.16
000016.SH,2014/1/27,8378705586850.0,6758491544869.0,1540220638581.0,1245762291471.0,2.67195E+11,0.15,0.71,7.98,7.15,1.15
000016.SH,2014/1/28,8423372441822.0,6793198137383.0,1540220638581.0,1245762291471.0,2.67195E+11,0.12,0.56,8.02,7.19,1.15
000016.SH,2014/1/29,8461735514173.0,6822861746678.0,1540220638581.0,1245762291471.0,2.67195E+11,0.12,0.55,8.06,7.23,1.16
000016.SH,2014/1/30,8384126564561.0,6765645773411.0,1540220638581.0,1247209659891.0,2.68642E+11,0.1,0.48,7.98,7.16,1.15
000016.SH,2014/2/7,8368424462737.0,6754854007458.0,1540220638581.0,1247209659891.0,2.68642E+11,0.11,0.51,7.97,7.15,1.15
000016.SH,2014/2/10,8489785998053.0,6851959797186.0,1540220638581.0,1247209659891.0,2.68642E+11,0.19,0.9,8.08,7.25,1.16
000016.SH,2014/2/11,8586101443537.0,6927909340484.0,1540220638581.0,1247209659891.0,2.68642E+11,0.27,1.27,8.18,7.33,1.18
000016.SH,2014/2/12,8566937327562.0,6912178396477.0,1540220638581.0,1247209659891.0,2.68642E+11,0.19,0.89,8.16,7.32,1.17
000016.SH,2014/2/13,8561009058752.0,6906692918893.0,1540220648104.0,1247209669414.0,2.68642E+11,0.28,1.31,8.15,7.31,1.17
000016.SH,2014/2/14,8585453340044.0,6929351185986.0,1540220648104.0,1247209669414.0,2.68466E+11,0.17,0.79,8.18,7.33,1.17
000016.SH,2014/2/17,8627841811009.0,6963116190533.0,1540220648104.0,1247209669414.0,2.68466E+11,0.22,1,8.22,7.36,1.18
000016.SH,2014/2/18,8509224474052.0,6887012001736.0,1540220648104.0,1250569432208.0,2.68566E+11,0.2,0.94,8.1,7.26,1.16
000016.SH,2014/2/19,8645173385787.0,6993607706962.0,1540220648104.0,1250569432208.0,2.68566E+11,0.25,1.18,8.23,7.37,1.18
000016.SH,2014/2/20,8698571024801.0,7041720427168.0,1540220648104.0,1250569432208.0,2.68566E+11,0.29,1.35,8.28,7.42,1.19
000016.SH,2014/2/21,8582535499400.0,6942746624817.0,1540220648104.0,1250569432208.0,2.68566E+11,0.19,0.9,8.17,7.32,1.17
000016.SH,2014/2/24,8384831465739.0,6781330192674.0,1540220648104.0,1250569432208.0,2.68566E+11,0.23,1.08,7.98,7.15,1.15
000016.SH,2014/2/25,8301191899905.0,6713078687554.0,1540220648104.0,1250569432208.0,2.68566E+11,0.21,0.97,7.91,7.08,1.13
000016.SH,2014/2/26,8329985691833.0,6737495771936.0,1540220648104.0,1250569432208.0,2.68566E+11,0.19,0.87,7.93,7.1,1.14
000016.SH,2014/2/27,8431998321918.0,6818721278266.0,1540220648104.0,1250569432208.0,2.68566E+11,0.26,1.21,8.03,7.19,1.15
000016.SH,2014/2/28,8439941909274.0,6826423815987.0,1540220648104.0,1250569432208.0,2.68566E+11,0.21,0.97,8.03,7.2,1.15
000016.SH,2014/3/3,8449411590225.0,6838980554653.0,1540220648104.0,1250569432208.0,2.68566E+11,0.24,1.11,8.04,7.2,1.15
