ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
526010.SH,汇添富中证港股通医疗主题ETF,汇添富中证港股通医疗主题ETF,汇添富中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,,,P,SH,汇添富基金,兴业证券股份有限公司,,纯境内
530000.OF,天弘上证50ETF,天弘上证50ETF,天弘上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,20240904,2024-09-13,L,SH,天弘基金,广发证券股份有限公司,,纯境内
530000.SH,天弘上证50ETF,上证50ETF天弘,天弘上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,20240904,2024-09-13,L,SH,天弘基金,广发证券股份有限公司,0.5,纯境内
530050.OF,上证50ETF东财,上证50ETF东财,西藏东财上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,20241118,2024-12-04,L,SH,东财基金,中国工商银行股份有限公司,,纯境内
530050.SH,上证50ETF东财,上证50ETF东财,西藏东财上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,20241118,2024-12-04,L,SH,东财基金,中国工商银行股份有限公司,0.15,纯境内
530060.OF,易方达上证综合ETF,易方达上证综合ETF,易方达上证综合交易型开放式指数证券投资基金,000001.SH,上证综合指数,20260130,2026-02-10,L,SH,易方达基金,中国银行股份有限公司,,纯境内
530060.SH,易方达上证综合ETF,上证指数ETF易方达,易方达上证综合交易型开放式指数证券投资基金,000001.SH,上证综合指数,20260130,2026-02-10,L,SH,易方达基金,中国银行股份有限公司,0.15,纯境内
530080.OF,天弘上证180ETF,天弘上证180ETF,天弘上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20250108,2025-01-23,L,SH,天弘基金,国信证券股份有限公司,,纯境内
530080.SH,天弘上证180ETF,上证180ETF天弘,天弘上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20250108,2025-01-23,L,SH,天弘基金,国信证券股份有限公司,0.15,纯境内
530100.OF,易方达上证580ETF,易方达上证580ETF,易方达上证580交易型开放式指数证券投资基金,950580.CSI,上证580指数,20251010,2025-10-22,L,SH,易方达基金,中国工商银行股份有限公司,,纯境内
530100.SH,易方达上证580ETF,上证580ETF易方达,易方达上证580交易型开放式指数证券投资基金,950580.CSI,上证580指数,20251010,2025-10-22,L,SH,易方达基金,中国工商银行股份有限公司,0.15,纯境内
530180.OF,易方达上证180ETF,易方达上证180ETF,易方达上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241218,2024-12-26,L,SH,易方达基金,招商银行股份有限公司,,纯境内
530180.SH,易方达上证180ETF,上证180ETF易方达,易方达上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241218,2024-12-26,L,SH,易方达基金,招商银行股份有限公司,0.15,纯境内
530280.OF,平安上证180ETF,平安上证180ETF,平安上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20250115,2025-01-24,L,SH,平安基金,交通银行股份有限公司,,纯境内
530280.SH,平安上证180ETF,上证180ETF平安,平安上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20250115,2025-01-24,L,SH,平安基金,交通银行股份有限公司,0.15,纯境内
530300.OF,180指数,180指数,华泰柏瑞上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241230,2025-01-10,L,SH,华泰柏瑞基金,中国农业银行股份有限公司,,纯境内
530300.SH,华泰柏瑞上证180ETF,上证180ETF华泰柏瑞,华泰柏瑞上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241230,2025-01-10,L,SH,华泰柏瑞基金,中国农业银行股份有限公司,0.15,纯境内
530380.OF,易方达上证380ETF,易方达上证380ETF,易方达上证380交易型开放式指数证券投资基金,000009.SH,上证380指数,20250922,2025-09-30,L,SH,易方达基金,中国银行股份有限公司,,纯境内
530380.SH,易方达上证380ETF,上证380ETF易方达,易方达上证380交易型开放式指数证券投资基金,000009.SH,上证380指数,20250922,2025-09-30,L,SH,易方达基金,中国银行股份有限公司,0.15,纯境内
530530.OF,华夏上证580ETF,华夏上证580ETF,华夏上证580交易型开放式指数证券投资基金,950580.CSI,上证580指数,20250820,2025-08-29,L,SH,华夏基金,中国工商银行股份有限公司,,纯境内
530530.SH,华夏上证580ETF,上证580ETF华夏,华夏上证580交易型开放式指数证券投资基金,950580.CSI,上证580指数,20250820,2025-08-29,L,SH,华夏基金,中国工商银行股份有限公司,0.15,纯境内
530580.OF,南方上证180ETF,南方上证180ETF,南方上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241230,2025-01-08,L,SH,南方基金,国泰海通证券股份有限公司,,纯境内
530580.SH,南方上证180ETF,上证180ETF南方,南方上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241230,2025-01-08,L,SH,南方基金,国泰海通证券股份有限公司,0.15,纯境内
530680.OF,兴业上证180ETF,兴业上证180ETF,兴业上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241225,2025-01-08,L,SH,兴业基金,广发证券股份有限公司,,纯境内
530680.SH,兴业上证180ETF,上证180ETF兴业,兴业上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20241225,2025-01-08,L,SH,兴业基金,广发证券股份有限公司,0.15,纯境内
530800.OF,上180ETF,上180ETF,银华上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20250117,2025-01-27,L,SH,银华基金,中信证券股份有限公司,,纯境内
530800.SH,上180ETF,上证180ETF银华,银华上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,20250117,2025-01-27,L,SH,银华基金,中信证券股份有限公司,0.15,纯境内
530880.OF,银河上证国有企业红利ETF,银河上证国有企业红利ETF,银河上证国有企业红利交易型开放式指数证券投资基金,000151.SH,上证国有企业红利指数,20241030,2024-11-12,L,SH,银河基金,广发证券股份有限公司,,纯境内
530880.SH,银河上证国有企业红利ETF,红利国企ETF银河,银河上证国有企业红利交易型开放式指数证券投资基金,000151.SH,上证国有企业红利指数,20241030,2024-11-12,L,SH,银河基金,广发证券股份有限公司,0.45,纯境内
551000.OF,博时上证AAA科创债ETF,博时上证AAA科创债ETF,博时上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,博时基金,中信银行股份有限公司,,纯境内
551000.SH,博时上证AAA科创债ETF,科创债ETF博时,博时上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,博时基金,中信银行股份有限公司,0.15,纯境内
551030.OF,鹏华上证AAA科创债ETF,鹏华上证AAA科创债ETF,鹏华上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,鹏华基金,中信证券股份有限公司,,纯境内
551030.SH,鹏华上证AAA科创债ETF,科创债ETF鹏华,鹏华上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,鹏华基金,中信证券股份有限公司,0.15,纯境内
551060.OF,中银上证AAA科创债ETF,中银上证AAA科创债ETF,中银上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,中银基金,浙商银行股份有限公司,,纯境内
551060.SH,中银上证AAA科创债ETF,科创债ETF中银,中银上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,中银基金,浙商银行股份有限公司,0.15,纯境内
551300.OF,摩根上证AAA科技创新公司债ETF,摩根上证AAA科技创新公司债ETF,摩根上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,摩根基金,中信证券股份有限公司,,纯境内
551300.SH,摩根上证AAA科技创新公司债ETF,科创债ETF摩根,摩根上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,摩根基金,中信证券股份有限公司,0.15,纯境内
551500.OF,易方达中证AAA科技创新公司债ETF,易方达中证AAA科技创新公司债ETF,易方达中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,易方达基金,兴业银行股份有限公司,,纯境内
551500.SH,易方达中证AAA科技创新公司债ETF,易方达中证AAA科技创新公司债ETF,易方达中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,易方达基金,兴业银行股份有限公司,0.15,纯境内
551510.OF,科创债ETF华泰柏瑞,科创债ETF华泰柏瑞,华泰柏瑞中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,华泰柏瑞基金,招商银行股份有限公司,,纯境内
551510.SH,华泰柏瑞中证AAA科技创新公司债ETF,科创债ETF华泰柏瑞,华泰柏瑞中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,华泰柏瑞基金,招商银行股份有限公司,0.15,纯境内
551520.OF,汇添富中证AAA科创债ETF,汇添富中证AAA科创债ETF,汇添富中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,汇添富基金,国泰海通证券股份有限公司,,纯境内
551520.SH,汇添富中证AAA科创债ETF,汇添富中证AAA科创债ETF,汇添富中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,汇添富基金,国泰海通证券股份有限公司,0.15,纯境内
551550.OF,华夏中证AAA科技创新公司债ETF,华夏中证AAA科技创新公司债ETF,华夏中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,华夏基金,招商银行股份有限公司,,纯境内
551550.SH,华夏中证AAA科技创新公司债ETF,华夏中证AAA科技创新公司债ETF,华夏中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,华夏基金,招商银行股份有限公司,0.15,纯境内
551560.OF,兴业中证AAA科技创新公司债ETF,兴业中证AAA科技创新公司债ETF,兴业中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,兴业基金,上海浦东发展银行股份有限公司,,纯境内
551560.SH,兴业中证AAA科技创新公司债ETF,兴业中证AAA科技创新公司债ETF,兴业中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,兴业基金,上海浦东发展银行股份有限公司,0.15,纯境内
551580.OF,泰康中证AAA科技创新公司债ETF,泰康中证AAA科技创新公司债ETF,泰康中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,泰康基金,上海浦东发展银行股份有限公司,,纯境内
551580.SH,泰康中证AAA科技创新公司债ETF,泰康中证AAA科技创新公司债ETF,泰康中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,泰康基金,上海浦东发展银行股份有限公司,0.15,纯境内
551800.OF,国泰中证AAA科技创新公司债ETF,国泰中证AAA科技创新公司债ETF,国泰中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,国泰基金,兴业银行股份有限公司,,纯境内
551800.SH,国泰中证AAA科技创新公司债ETF,国泰中证AAA科技创新公司债ETF,国泰中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SH,国泰基金,兴业银行股份有限公司,0.15,纯境内
551900.OF,招商中证AAA科技创新公司债ETF,招商中证AAA科技创新公司债ETF,招商中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,招商基金,兴业银行股份有限公司,,纯境内
551900.SH,招商中证AAA科技创新公司债ETF,招商中证AAA科技创新公司债ETF,招商中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,2025-07-17,L,SH,招商基金,兴业银行股份有限公司,0.15,纯境内
560000.OF,浦银安盛中证智能电动汽车ETF,浦银安盛中证智能电动汽车ETF,浦银安盛中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,20210917,2021-09-30,L,SH,浦银安盛基金,招商银行股份有限公司,,纯境内
560000.SH,浦银安盛中证智能电动汽车ETF,智能电车ETF浦银,浦银安盛中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,20210917,2021-09-30,L,SH,浦银安盛基金,招商银行股份有限公司,0.5,纯境内
560010.OF,广发中证1000ETF,广发中证1000ETF,广发中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220728,2022-08-04,L,SH,广发基金,中国工商银行股份有限公司,,纯境内
560010.SH,广发中证1000ETF,中证1000ETF广发,广发中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220728,2022-08-04,L,SH,广发基金,中国工商银行股份有限公司,0.15,纯境内
560020.OF,汇添富中证红利ETF,汇添富中证红利ETF,汇添富中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20230926,2023-10-16,L,SH,汇添富基金,招商银行股份有限公司,,纯境内
560020.SH,汇添富中证红利ETF,红利ETF汇添富,汇添富中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20230926,2023-10-16,L,SH,汇添富基金,招商银行股份有限公司,0.5,纯境内
560030.OF,汇添富中证800价值ETF,汇添富中证800价值ETF,汇添富中证800价值交易型开放式指数证券投资基金,H30356.CSI,中证800价值指数,20230620,2023-07-10,L,SH,汇添富基金,广发证券股份有限公司,,纯境内
560030.SH,汇添富中证800价值ETF,800价值ETF汇添富,汇添富中证800价值交易型开放式指数证券投资基金,H30356.CSI,中证800价值指数,20230620,2023-07-10,L,SH,汇添富基金,广发证券股份有限公司,0.5,纯境内
560050.OF,汇添富MSCI中国A50互联互通ETF,汇添富MSCI中国A50互联互通ETF,汇添富MSCI中国A50互联互通交易型开放式指数证券投资基金,746059.MI,MSCI中国A50互联互通(人民币)指数,20211029,2021-11-08,L,SH,汇添富基金,交通银行股份有限公司,,纯境内
560050.SH,汇添富MSCI中国A50互联互通ETF,中国A50ETF汇添富,汇添富MSCI中国A50互联互通交易型开放式指数证券投资基金,746059.MI,MSCI中国A50互联互通(人民币)指数,20211029,2021-11-08,L,SH,汇添富基金,交通银行股份有限公司,0.5,纯境内
560060.OF,汇添富中证上海环交所碳中和ETF,汇添富中证上海环交所碳中和ETF,汇添富中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220713,2022-07-21,L,SH,汇添富基金,招商银行股份有限公司,,纯境内
560060.SH,汇添富中证上海环交所碳中和ETF,碳中和ETF汇添富,汇添富中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220713,2022-07-21,L,SH,汇添富基金,招商银行股份有限公司,0.5,纯境内
560070.OF,汇添富中证国新央企股东回报ETF,汇添富中证国新央企股东回报ETF,汇添富中证国新央企股东回报交易型开放式指数证券投资基金,932039.CSI,中证国新央企股东回报指数,20230524,2023-06-06,L,SH,汇添富基金,中国建设银行股份有限公司,,纯境内
560070.SH,汇添富中证国新央企股东回报ETF,央企红利ETF汇添富,汇添富中证国新央企股东回报交易型开放式指数证券投资基金,932039.CSI,中证国新央企股东回报指数,20230524,2023-06-06,L,SH,汇添富基金,中国建设银行股份有限公司,0.5,纯境内
560080.OF,汇添富中证中药ETF,汇添富中证中药ETF,汇添富中证中药交易型开放式指数证券投资基金,930641.CSI,中证中药指数,20220926,2022-10-17,L,SH,汇添富基金,中国建设银行股份有限公司,,纯境内
560080.SH,汇添富中证中药ETF,中药ETF汇添富,汇添富中证中药交易型开放式指数证券投资基金,930641.CSI,中证中药指数,20220926,2022-10-17,L,SH,汇添富基金,中国建设银行股份有限公司,0.5,纯境内
560090.OF,汇添富中证全指证券公司ETF,汇添富中证全指证券公司ETF,汇添富中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20230227,2023-03-15,L,SH,汇添富基金,中信建投证券股份有限公司,,纯境内
560090.SH,汇添富中证全指证券公司ETF,证券ETF汇添富,汇添富中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20230227,2023-03-15,L,SH,汇添富基金,中信建投证券股份有限公司,0.5,纯境内
560100.OF,南方中证500增强策略ETF,南方中证500增强策略ETF,南方中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20220126,2022-02-16,L,SH,南方基金,中国工商银行股份有限公司,,纯境内
560100.SH,南方中证500增强策略ETF,中证500增强ETF南方,南方中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20220126,2022-02-16,L,SH,南方基金,中国工商银行股份有限公司,0.5,纯境内
560110.OF,汇添富中证1000ETF,汇添富中证1000ETF,汇添富中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220729,2022-08-08,L,SH,汇添富基金,中信银行股份有限公司,,纯境内
560110.SH,汇添富中证1000ETF,中证1000ETF汇添富,汇添富中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220729,2022-08-08,L,SH,汇添富基金,中信银行股份有限公司,0.15,纯境内
560120.OF,华夏中证500自由现金流ETF,华夏中证500自由现金流ETF,华夏中证500自由现金流交易型开放式指数证券投资基金,932367.CSI,中证500自由现金流指数,20250723,2025-08-05,L,SH,华夏基金,交通银行股份有限公司,,纯境内
560120.SH,华夏中证500自由现金流ETF,中证500现金流ETF华夏,华夏中证500自由现金流交易型开放式指数证券投资基金,932367.CSI,中证500自由现金流指数,20250723,2025-08-05,L,SH,华夏基金,交通银行股份有限公司,0.5,纯境内
560130.OF,鹏华中证全指食品ETF,鹏华中证全指食品ETF,鹏华中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,20251230,2026-01-13,L,SH,鹏华基金,苏州银行股份有限公司,,纯境内
560130.SH,鹏华中证全指食品ETF,食品ETF鹏华,鹏华中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,20251230,2026-01-13,L,SH,鹏华基金,苏州银行股份有限公司,0.5,纯境内
560150.OF,红利TK,红利TK,泰康中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,20240315,2024-04-08,L,SH,泰康基金,招商银行股份有限公司,,纯境内
560150.SH,红利TK,红利低波ETF泰康,泰康中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,20240315,2024-04-08,L,SH,泰康基金,招商银行股份有限公司,0.4,纯境内
560160.OF,易方达中证全指食品ETF,易方达中证全指食品ETF,易方达中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,20260119,2026-01-27,L,SH,易方达基金,中国银行股份有限公司,,纯境内
560160.SH,易方达中证全指食品ETF,食品ETF易方达,易方达中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,20260119,2026-01-27,L,SH,易方达基金,中国银行股份有限公司,0.5,纯境内
560160J.OF,光大保德信中证全指医疗器械ETF,光大保德信中证全指医疗器械ETF,光大保德信中证全指医疗器械交易型开放式指数证券投资基金,H30217.CSI,中证全指医疗器械指数,,,P,SH,光大保德信基金,中国工商银行股份有限公司,,纯境内
560160J.SH,光大保德信中证全指医疗器械ETF,光大保德信中证全指医疗器械ETF,光大保德信中证全指医疗器械交易型开放式指数证券投资基金,H30217.CSI,中证全指医疗器械指数,,,P,SH,光大保德信基金,中国工商银行股份有限公司,,纯境内
560170.OF,南方中证国新央企科技引领ETF,南方中证国新央企科技引领ETF,南方中证国新央企科技引领交易型开放式指数证券投资基金,932038.CSI,中证国新央企科技引领指数,20230621,2023-07-06,L,SH,南方基金,中国工商银行股份有限公司,,纯境内
560170.SH,南方中证国新央企科技引领ETF,央企科技ETF南方,南方中证国新央企科技引领交易型开放式指数证券投资基金,932038.CSI,中证国新央企科技引领指数,20230621,2023-07-06,L,SH,南方基金,中国工商银行股份有限公司,0.5,纯境内
560180.OF,南方沪深300ESG基准ETF,南方沪深300ESG基准ETF,南方沪深300ESG基准交易型开放式指数证券投资基金,931463.CSI,沪深300ESG基准指数,20230413,2023-04-21,L,SH,南方基金,中国邮政储蓄银行股份有限公司,,纯境内
560180.SH,南方沪深300ESG基准ETF,沪深300ESGETF南方,南方沪深300ESG基准交易型开放式指数证券投资基金,931463.CSI,沪深300ESG基准指数,20230413,2023-04-21,L,SH,南方基金,中国邮政储蓄银行股份有限公司,0.5,纯境内
560190.OF,鹏华中证全指公用事业ETF,鹏华中证全指公用事业ETF,鹏华中证全指公用事业交易型开放式指数证券投资基金,000995.CSI,中证全指公用事业指数,20241225,2025-01-06,L,SH,鹏华基金,国泰海通证券股份有限公司,,纯境内
560190.SH,鹏华中证全指公用事业ETF,公用事业ETF鹏华,鹏华中证全指公用事业交易型开放式指数证券投资基金,000995.CSI,中证全指公用事业指数,20241225,2025-01-06,L,SH,鹏华基金,国泰海通证券股份有限公司,0.5,纯境内
560210.OF,景顺长城农牧渔ETF,景顺长城农牧渔ETF,景顺长城中证全指农牧渔交易型开放式指数证券投资基金,930910.CSI,中证全指农牧渔指数,,,P,SH,景顺长城基金,国投证券股份有限公司,,纯境内
560210.SH,景顺长城农牧渔ETF,农牧渔ETF景顺,景顺长城中证全指农牧渔交易型开放式指数证券投资基金,930910.CSI,中证全指农牧渔指数,20260311,2026-03-20,L,SH,景顺长城基金,国投证券股份有限公司,0.5,纯境内
560220.OF,广发中证2000ETF,广发中证2000ETF,广发中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20230908,2023-09-18,L,SH,广发基金,招商银行股份有限公司,,纯境内
560220.SH,广发中证2000ETF,中证2000ETF广发,广发中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,20230908,2023-09-18,L,SH,广发基金,招商银行股份有限公司,0.5,纯境内
560230.OF,富国中证光伏产业ETF,富国中证光伏产业ETF,富国中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20260128,2026-02-06,L,SH,富国基金,上海银行股份有限公司,,纯境内
560230.SH,富国中证光伏产业ETF,光伏ETF富国,富国中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20260128,2026-02-06,L,SH,富国基金,上海银行股份有限公司,0.5,纯境内
560260.OF,广发中证医疗ETF,广发中证医疗ETF,广发中证医疗交易型开放式指数证券投资基金,399989.SZ,中证医疗指数,20230906,2023-09-15,L,SH,广发基金,北京银行股份有限公司,,纯境内
560260.SH,广发中证医疗ETF,医疗ETF广发,广发中证医疗交易型开放式指数证券投资基金,399989.SZ,中证医疗指数,20230906,2023-09-15,L,SH,广发基金,北京银行股份有限公司,0.5,纯境内
560270.OF,电力ETF工银,电力ETF工银,工银瑞信中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20260211,,L,SH,工银瑞信基金,中信建投证券股份有限公司,0.5,纯境内
560270.SH,电力ETF工银,电力ETF工银,工银瑞信中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20260211,2026-03-06,L,SH,工银瑞信基金,中信建投证券股份有限公司,0.5,纯境内
560280.OF,广发中证工程机械ETF,广发中证工程机械ETF,广发中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20231018,2023-10-30,L,SH,广发基金,招商银行股份有限公司,,纯境内
560280.SH,广发中证工程机械ETF,工程机械ETF广发,广发中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20231018,2023-10-30,L,SH,广发基金,招商银行股份有限公司,0.5,纯境内
560290.OF,景顺长城中证有色金属矿业主题ETF,景顺长城中证有色金属矿业主题ETF,景顺长城中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20260126,2026-02-06,L,SH,景顺长城基金,中信建投证券股份有限公司,,纯境内
560290.SH,景顺长城中证有色金属矿业主题ETF,有色ETF景顺,景顺长城中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20260126,2026-02-06,L,SH,景顺长城基金,中信建投证券股份有限公司,0.5,纯境内
560300.OF,汇添富中证电信主题ETF,汇添富中证电信主题ETF,汇添富中证电信主题交易型开放式指数证券投资基金,931235.CSI,中证电信主题指数,20231205,2023-12-18,L,SH,汇添富基金,交通银行股份有限公司,,纯境内
560300.SH,汇添富中证电信主题ETF,电信ETF汇添富,汇添富中证电信主题交易型开放式指数证券投资基金,931235.CSI,中证电信主题指数,20231205,2023-12-18,L,SH,汇添富基金,交通银行股份有限公司,0.5,纯境内
560310.OF,博时中证光伏产业ETF,博时中证光伏产业ETF,博时中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20260211,,L,SH,博时基金,上海浦东发展银行股份有限公司,0.5,纯境内
560310.SH,博时中证光伏产业ETF,光伏ETF博时,博时中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20260211,2026-03-02,L,SH,博时基金,上海浦东发展银行股份有限公司,0.5,纯境内
560330.OF,申万菱信沪深300价值ETF,申万菱信沪深300价值ETF,申万菱信沪深300价值交易型开放式指数证券投资基金,000919.CSI,沪深300价值指数,20230511,2023-05-23,L,SH,申万菱信基金,中国工商银行股份有限公司,,纯境内
560330.SH,申万菱信沪深300价值ETF,沪深300价值ETF申万菱信,申万菱信沪深300价值交易型开放式指数证券投资基金,000919.CSI,沪深300价值指数,20230511,2023-05-23,L,SH,申万菱信基金,中国工商银行股份有限公司,0.5,纯境内
560350.OF,摩根中证A50ETF,摩根中证A50ETF,摩根中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240305,2024-03-12,L,SH,摩根基金,招商证券股份有限公司,,纯境内
560350.SH,摩根中证A50ETF,中证A50ETF摩根,摩根中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20240305,2024-03-12,L,SH,摩根基金,招商证券股份有限公司,0.15,纯境内
560360.OF,万家中证软件服务ETF,万家中证软件服务ETF,万家中证软件服务交易型开放式指数证券投资基金,930601.CSI,中证软件服务指数,20240613,2024-06-24,L,SH,万家基金,平安银行股份有限公司,,纯境内
560360.SH,万家中证软件服务ETF,软件ETF万家,万家中证软件服务交易型开放式指数证券投资基金,930601.CSI,中证软件服务指数,20240613,2024-06-24,L,SH,万家基金,平安银行股份有限公司,0.5,纯境内
560370.OF,易方达中证全指红利质量ETF,易方达中证全指红利质量ETF,易方达中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,20260210,2026-02-26,L,SH,易方达基金,招商银行股份有限公司,0.15,纯境内
560370.SH,易方达中证全指红利质量ETF,红利质量ETF易方达,易方达中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,20260210,2026-02-26,L,SH,易方达基金,招商银行股份有限公司,0.15,纯境内
560380.OF,南方中证A100ETF,南方中证A100ETF,南方中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20241219,2024-12-27,L,SH,南方基金,中国工商银行股份有限公司,,纯境内
560380.SH,南方中证A100ETF,A100ETF南方,南方中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20241219,2024-12-27,L,SH,南方基金,中国工商银行股份有限公司,0.5,纯境内
