ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
159001.SZ,易方达保证金货币A,货币ETF易方达,易方达保证金收益货币市场基金A类,,,20130329,2014-10-20,L,SZ,易方达基金,交通银行股份有限公司,0.15,纯境内
159002.OF,易方达保证金货币B,易方达保证金货币B,易方达保证金收益货币市场基金B类,,,20130329,2014-10-20,L,SZ,易方达基金,交通银行股份有限公司,0.15,纯境内
159003.OF,招商保证金快线A,招商保证金快线A,招商保证金快线货币市场基金A类,,,20130517,2014-10-20,L,SZ,招商基金,平安银行股份有限公司,,纯境内
159003.SZ,招商保证金快线A,招商快线ETF,招商保证金快线货币市场基金A类,,,20130517,2014-10-20,L,SZ,招商基金,平安银行股份有限公司,0.2,纯境内
159004.OF,招商保证金快线B,招商保证金快线B,招商保证金快线货币市场基金B类,,,20130517,2014-10-20,L,SZ,招商基金,平安银行股份有限公司,0.2,纯境内
159005.OF,汇添富收益快钱货币A,汇添富收益快钱货币A,汇添富收益快钱货币市场基金A类,,,20141223,2015-01-13,L,SZ,汇添富基金,中国工商银行股份有限公司,,纯境内
159005.SZ,汇添富收益快钱货币A,快钱ETF汇添富,汇添富收益快钱货币市场基金A类,,,20141223,2015-01-13,L,SZ,汇添富基金,中国工商银行股份有限公司,0.15,纯境内
159006.OF,汇添富收益快钱货币B,汇添富收益快钱货币B,汇添富收益快钱货币市场基金B类,,,20141223,2015-01-13,L,SZ,汇添富基金,中国工商银行股份有限公司,0.15,纯境内
159007.SZ,华泰柏瑞中证畜牧养殖产业ETF,华泰柏瑞中证畜牧养殖产业ETF,华泰柏瑞中证畜牧养殖产业交易型开放式指数证券投资基金,931946.CSI,中证畜牧养殖产业指数,,,P,SZ,华泰柏瑞基金,中国农业银行股份有限公司,,纯境内
159008.SZ,景顺长城中证全指证券公司ETF,景顺长城中证全指证券公司ETF,景顺长城中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,,,P,SZ,景顺长城基金,国信证券股份有限公司,,纯境内
159009.SZ,易方达创业板新能源ETF,易方达创业板新能源ETF,易方达创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,,,P,SZ,易方达基金,中国农业银行股份有限公司,,纯境内
159013.SZ,大成中证工业互联网主题ETF,大成中证工业互联网主题ETF,大成中证工业互联网主题交易型开放式指数证券投资基金,931495.CSI,中证工业互联网主题指数,,,P,SZ,大成基金,广发证券股份有限公司,,纯境内
159017.SZ,石油ETF工银,石油ETF工银,工银瑞信国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,,,P,SZ,工银瑞信基金,广发证券股份有限公司,,纯境内
159018.SZ,广发国证石油天然气ETF,广发国证石油天然气ETF,广发国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,,,P,SZ,广发基金,中信建投证券股份有限公司,,纯境内
159019.SZ,华宝国证石油天然气ETF,华宝国证石油天然气ETF,华宝国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,,,P,SZ,华宝基金,金融街证券股份有限公司,,纯境内
159020.SZ,易方达中证畜牧养殖产业ETF,易方达中证畜牧养殖产业ETF,易方达中证畜牧养殖产业交易型开放式指数证券投资基金,931946.CSI,中证畜牧养殖产业指数,,,P,SZ,易方达基金,中国工商银行股份有限公司,,纯境内
159021.SZ,华夏国证大盘价值ETF,华夏国证大盘价值ETF,华夏国证大盘价值交易型开放式指数证券投资基金,399373.SZ,国证大盘价值指数,,,P,SZ,华夏基金,国投证券股份有限公司,,纯境内
159022.SZ,富国中证科创创业人工智能ETF,富国中证科创创业人工智能ETF,富国中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,,,P,SZ,富国基金,平安银行股份有限公司,,纯境内
159026.SZ,南方国证石油天然气ETF,南方国证石油天然气ETF,南方国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,,,P,SZ,南方基金,招商银行股份有限公司,,纯境内
159100.OF,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),华夏布拉德斯科巴西伊博维斯帕ETF(QDII),华夏布拉德斯科巴西伊博维斯帕交易型开放式指数证券投资基金(QDII),BOVESPA.OTH,巴西IBOVESPA指数,20251105,2025-11-13,L,SZ,华夏基金,中国工商银行股份有限公司,,QDII
159100.SZ,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),巴西ETF华夏,华夏布拉德斯科巴西伊博维斯帕交易型开放式指数证券投资基金(QDII),BOVESPA.OTH,巴西IBOVESPA指数,20251105,2025-11-13,L,SZ,华夏基金,中国工商银行股份有限公司,0.5,QDII
159101.OF,华夏国证港股通科技ETF,华夏国证港股通科技ETF,华夏国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20250826,2025-09-03,L,SZ,华夏基金,中信银行股份有限公司,,纯境内
159101.SZ,华夏国证港股通科技ETF,港股通科技ETF华夏,华夏国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20250826,2025-09-03,L,SZ,华夏基金,中信银行股份有限公司,0.5,纯境内
159102.OF,华安恒生生物科技ETF,华安恒生生物科技ETF,华安恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20250905,2025-09-16,L,SZ,华安基金,华泰证券股份有限公司,,纯境内
159102.SZ,华安恒生生物科技ETF,港股通生物科技ETF华安,华安恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20250905,2025-09-16,L,SZ,华安基金,华泰证券股份有限公司,0.5,纯境内
159103.OF,汇添富中证金融科技主题ETF,汇添富中证金融科技主题ETF,汇添富中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250829,2025-09-10,L,SZ,汇添富基金,中信建投证券股份有限公司,,纯境内
159103.SZ,汇添富中证金融科技主题ETF,金融科技ETF汇添富,汇添富中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250829,2025-09-10,L,SZ,汇添富基金,中信建投证券股份有限公司,0.5,纯境内
159105.OF,易方达恒生生物科技ETF,易方达恒生生物科技ETF,易方达恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251020,2025-11-03,L,SZ,易方达基金,中国银行股份有限公司,,纯境内
159105.SZ,易方达恒生生物科技ETF,恒生生物科技ETF易方达,易方达恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251020,2025-11-03,L,SZ,易方达基金,中国银行股份有限公司,0.5,纯境内
159106.OF,前海开源中证民企300ETF,前海开源中证民企300ETF,前海开源中证民企300交易型开放式指数证券投资基金,931265.CSI,中证民企300指数,20250926,2025-10-22,L,SZ,前海开源基金,国投证券股份有限公司,,纯境内
159106.SZ,前海开源中证民企300ETF,民企300ETF前海开源,前海开源中证民企300交易型开放式指数证券投资基金,931265.CSI,中证民企300指数,20250926,2025-10-22,L,SZ,前海开源基金,国投证券股份有限公司,0.5,纯境内
159107.OF,富国创业板软件ETF,富国创业板软件ETF,富国创业板软件交易型开放式指数证券投资基金,399264.SZ,创业板软件指数,20250910,2025-09-22,L,SZ,富国基金,兴业银行股份有限公司,,纯境内
159107.SZ,富国创业板软件ETF,创业板软件ETF富国,富国创业板软件交易型开放式指数证券投资基金,399264.SZ,创业板软件指数,20250910,2025-09-22,L,SZ,富国基金,兴业银行股份有限公司,0.5,纯境内
159108.OF,博时国证工业软件主题ETF,博时国证工业软件主题ETF,博时国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,20251112,2025-11-24,L,SZ,博时基金,中信建投证券股份有限公司,,纯境内
159108.SZ,博时国证工业软件主题ETF,工业软件ETF博时,博时国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,20251112,2025-11-24,L,SZ,博时基金,中信建投证券股份有限公司,0.5,纯境内
159109.OF,景顺长城恒生港股通50ETF,景顺长城恒生港股通50ETF,景顺长城恒生港股通50交易型开放式指数证券投资基金,HSSC50.HI,恒生港股通50指数,20250925,2025-10-10,L,SZ,景顺长城基金,兴业银行股份有限公司,,纯境内
159109.SZ,景顺长城恒生港股通50ETF,恒生50ETF景顺,景顺长城恒生港股通50交易型开放式指数证券投资基金,HSSC50.HI,恒生港股通50指数,20250925,2025-10-10,L,SZ,景顺长城基金,兴业银行股份有限公司,0.5,纯境内
159110.OF,万家深证AAA科技创新公司债ETF,万家深证AAA科技创新公司债ETF,万家深证AAA科技创新公司债交易型开放式指数证券投资基金,921130.SZ,深证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,万家基金,兴业银行股份有限公司,,纯境内
159110.SZ,万家深证AAA科技创新公司债ETF,科创债ETF万家,万家深证AAA科技创新公司债交易型开放式指数证券投资基金,921130.SZ,深证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,万家基金,兴业银行股份有限公司,0.15,纯境内
159111.OF,天弘中证AAA科技创新公司债ETF,天弘中证AAA科技创新公司债ETF,天弘中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,天弘基金,招商银行股份有限公司,,纯境内
159111.SZ,天弘中证AAA科技创新公司债ETF,科创债ETF天弘,天弘中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,天弘基金,招商银行股份有限公司,0.15,纯境内
159112.OF,科创债ETF银华,科创债ETF银华,银华中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,银华基金,中信银行股份有限公司,,纯境内
159112.SZ,科创债ETF银华,科创债ETF银华,银华中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,银华基金,中信银行股份有限公司,0.15,纯境内
159113.OF,大成中证AAA科技创新公司债ETF,大成中证AAA科技创新公司债ETF,大成中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,大成基金,中国建设银行股份有限公司,,纯境内
159113.SZ,大成中证AAA科技创新公司债ETF,科创债ETF大成,大成中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,大成基金,中国建设银行股份有限公司,0.15,纯境内
159115.OF,华安中证AAA科技创新公司债ETF,华安中证AAA科技创新公司债ETF,华安中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,华安基金,兴业银行股份有限公司,,纯境内
159115.SZ,华安中证AAA科技创新公司债ETF,科创债ETF华安,华安中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,华安基金,兴业银行股份有限公司,0.15,纯境内
159116.OF,科创债ETF工银,科创债ETF工银,工银瑞信中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,工银瑞信基金,中信银行股份有限公司,,纯境内
159116.SZ,科创债ETF工银,科创债ETF工银,工银瑞信中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,2025-09-24,L,SZ,工银瑞信基金,中信银行股份有限公司,0.15,纯境内
159117.OF,鹏华港股通低波红利ETF,鹏华港股通低波红利ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20250930,2025-10-17,L,SZ,鹏华基金,兴业银行股份有限公司,,纯境内
159117.SZ,鹏华港股通低波红利ETF,港股通红利低波ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20250930,2025-10-17,L,SZ,鹏华基金,兴业银行股份有限公司,0.3,纯境内
159118.OF,华夏标普港股通低波红利ETF,华夏标普港股通低波红利ETF,华夏标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20251117,2025-11-27,L,SZ,华夏基金,中国工商银行股份有限公司,,纯境内
159118.SZ,华夏标普港股通低波红利ETF,港股通红利低波ETF华夏,华夏标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20251117,2025-11-27,L,SZ,华夏基金,中国工商银行股份有限公司,0.15,纯境内
159119.OF,招商中证800自由现金流ETF,招商中证800自由现金流ETF,招商中证800自由现金流交易型开放式指数证券投资基金,932368.CSI,中证800自由现金流指数,20251103,2025-11-13,L,SZ,招商基金,平安银行股份有限公司,,纯境内
159119.SZ,招商中证800自由现金流ETF,800现金流ETF招商,招商中证800自由现金流交易型开放式指数证券投资基金,932368.CSI,中证800自由现金流指数,20251103,2025-11-13,L,SZ,招商基金,平安银行股份有限公司,0.15,纯境内
159120.OF,国联安港股通科技ETF,国联安港股通科技ETF,国联安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20251105,2025-11-13,L,SZ,国联安基金,招商证券股份有限公司,,纯境内
159120.SZ,国联安港股通科技ETF,港股通科技ETF国联安,国联安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20251105,2025-11-13,L,SZ,国联安基金,招商证券股份有限公司,0.5,纯境内
159121.OF,易方达恒生港股通汽车主题ETF,易方达恒生港股通汽车主题ETF,易方达恒生港股通汽车主题交易型开放式指数证券投资基金,HSSCAM.HI,恒生港股通汽车主题指数,20251114,2025-11-24,L,SZ,易方达基金,招商银行股份有限公司,,纯境内
159121.SZ,易方达恒生港股通汽车主题ETF,港股通汽车ETF易方达,易方达恒生港股通汽车主题交易型开放式指数证券投资基金,HSSCAM.HI,恒生港股通汽车主题指数,20251114,2025-11-24,L,SZ,易方达基金,招商银行股份有限公司,0.5,纯境内
159122.OF,富国创业板新能源ETF,富国创业板新能源ETF,富国创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20251022,2025-11-03,L,SZ,富国基金,财通证券股份有限公司,,纯境内
159122.SZ,富国创业板新能源ETF,创业板新能源ETF富国,富国创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20251022,2025-11-03,L,SZ,富国基金,财通证券股份有限公司,0.5,纯境内
159123.OF,嘉实中证光伏产业ETF,嘉实中证光伏产业ETF,嘉实中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20251119,2025-11-27,L,SZ,嘉实基金,中国银行股份有限公司,,纯境内
159123.SZ,嘉实中证光伏产业ETF,光伏ETF嘉实,嘉实中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20251119,2025-11-27,L,SZ,嘉实基金,中国银行股份有限公司,0.5,纯境内
159125.OF,招商国证港股通科技ETF,招商国证港股通科技ETF,招商国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20251024,2025-11-06,L,SZ,招商基金,国泰海通证券股份有限公司,,纯境内
159125.SZ,招商国证港股通科技ETF,港股通科技ETF招商,招商国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20251024,2025-11-06,L,SZ,招商基金,国泰海通证券股份有限公司,0.5,纯境内
159126.OF,南方中证港股通50ETF,南方中证港股通50ETF,南方中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,20251022,2025-11-03,L,SZ,南方基金,中国工商银行股份有限公司,,纯境内
159126.SZ,南方中证港股通50ETF,港股通50ETF南方,南方中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,20251022,2025-11-03,L,SZ,南方基金,中国工商银行股份有限公司,0.15,纯境内
159127.OF,南方中证港股通高股息投资ETF,南方中证港股通高股息投资ETF,南方中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20251112,2025-11-20,L,SZ,南方基金,中泰证券股份有限公司,,纯境内
159127.SZ,南方中证港股通高股息投资ETF,港股通红利ETF南方,南方中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20251112,2025-11-20,L,SZ,南方基金,中泰证券股份有限公司,0.15,纯境内
159128.OF,天弘国证港股通科技ETF,天弘国证港股通科技ETF,天弘国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20251031,2025-11-13,L,SZ,天弘基金,中国建设银行股份有限公司,,纯境内
159128.SZ,天弘国证港股通科技ETF,港股科技ETF天弘,天弘国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20251031,2025-11-13,L,SZ,天弘基金,中国建设银行股份有限公司,0.5,纯境内
159129.OF,嘉实中证细分化工产业主题ETF,嘉实中证细分化工产业主题ETF,嘉实中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20251106,2025-11-14,L,SZ,嘉实基金,交通银行股份有限公司,,纯境内
159129.SZ,嘉实中证细分化工产业主题ETF,化工ETF嘉实,嘉实中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20251106,2025-11-14,L,SZ,嘉实基金,交通银行股份有限公司,0.15,纯境内
159130.OF,鹏华恒生生物科技ETF,鹏华恒生生物科技ETF,鹏华恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251119,2025-11-27,L,SZ,鹏华基金,广发证券股份有限公司,,纯境内
159130.SZ,鹏华恒生生物科技ETF,恒生生物科技ETF鹏华,鹏华恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251119,2025-11-27,L,SZ,鹏华基金,广发证券股份有限公司,0.5,纯境内
159131.OF,华宝中证港股通信息技术综合ETF,华宝中证港股通信息技术综合ETF,华宝中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,20251105,2025-11-13,L,SZ,华宝基金,江苏银行股份有限公司,,纯境内
159131.SZ,华宝中证港股通信息技术综合ETF,港股通信息技术ETF华宝,华宝中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,20251105,2025-11-13,L,SZ,华宝基金,江苏银行股份有限公司,0.5,纯境内
159132.OF,富国恒生生物科技ETF,富国恒生生物科技ETF,富国恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251224,2026-01-08,L,SZ,富国基金,平安银行股份有限公司,,纯境内
159132.SZ,富国恒生生物科技ETF,恒生生物科技ETF富国,富国恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251224,2026-01-08,L,SZ,富国基金,平安银行股份有限公司,0.5,纯境内
159133.OF,天弘中证细分化工产业主题ETF,天弘中证细分化工产业主题ETF,天弘中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20251117,2025-11-25,L,SZ,天弘基金,中信建投证券股份有限公司,,纯境内
159133.SZ,天弘中证细分化工产业主题ETF,化工ETF天弘,天弘中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20251117,2025-11-25,L,SZ,天弘基金,中信建投证券股份有限公司,0.5,纯境内
159135.OF,前海开源恒生港股通科技主题ETF,前海开源恒生港股通科技主题ETF,前海开源恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20260128,2026-02-11,L,SZ,前海开源基金,苏州银行股份有限公司,,纯境内
159135.SZ,前海开源恒生港股通科技主题ETF,港股通科技ETF前海开源,前海开源恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20260128,2026-02-11,L,SZ,前海开源基金,苏州银行股份有限公司,0.5,纯境内
159136.OF,广发中证A50ETF,广发中证A50ETF,广发中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20251216,2025-12-25,L,SZ,广发基金,中信银行股份有限公司,,纯境内
159136.SZ,广发中证A50ETF,A50ETF广发,广发中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,20251216,2025-12-25,L,SZ,广发基金,中信银行股份有限公司,0.15,纯境内
159137.OF,华宝中证港股通医疗主题ETF,华宝中证港股通医疗主题ETF,华宝中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,20251231,2026-01-12,L,SZ,华宝基金,财通证券股份有限公司,,纯境内
159137.SZ,华宝中证港股通医疗主题ETF,港股通医疗ETF华宝,华宝中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,20251231,2026-01-12,L,SZ,华宝基金,财通证券股份有限公司,0.5,纯境内
159138.OF,易方达中证工程机械主题ETF,易方达中证工程机械主题ETF,易方达中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20251231,2026-01-13,L,SZ,易方达基金,中国工商银行股份有限公司,,纯境内
159138.SZ,易方达中证工程机械主题ETF,工程机械ETF易方达,易方达中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20251231,2026-01-13,L,SZ,易方达基金,中国工商银行股份有限公司,0.5,纯境内
159139.OF,科创创业人工智能ETF华泰柏瑞,科创创业人工智能ETF华泰柏瑞,华泰柏瑞中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251210,2025-12-19,L,SZ,华泰柏瑞基金,江苏银行股份有限公司,,纯境内
159139.SZ,华泰柏瑞中证科创创业人工智能ETF,科创创业人工智能ETF华泰柏瑞,华泰柏瑞中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251210,2025-12-19,L,SZ,华泰柏瑞基金,江苏银行股份有限公司,0.5,纯境内
159140.OF,易方达中证科创创业人工智能ETF,易方达中证科创创业人工智能ETF,易方达中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251210,2025-12-18,L,SZ,易方达基金,招商银行股份有限公司,,纯境内
159140.SZ,易方达中证科创创业人工智能ETF,科创创业人工智能ETF易方达,易方达中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251210,2025-12-18,L,SZ,易方达基金,招商银行股份有限公司,0.5,纯境内
159141.OF,科创创业人工智能ETF永赢,科创创业人工智能ETF永赢,永赢中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251203,2025-12-11,L,SZ,永赢基金,兴业银行股份有限公司,,纯境内
159141.SZ,科创创业人工智能ETF永赢,科创创业人工智能ETF永赢,永赢中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251203,2025-12-11,L,SZ,永赢基金,兴业银行股份有限公司,0.5,纯境内
159142.OF,景顺长城中证科创创业人工智能ETF,景顺长城中证科创创业人工智能ETF,景顺长城中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251205,2025-12-12,L,SZ,景顺长城基金,中信证券股份有限公司,,纯境内
159142.SZ,景顺长城中证科创创业人工智能ETF,科创创业人工智能ETF景顺,景顺长城中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,20251205,2025-12-12,L,SZ,景顺长城基金,中信证券股份有限公司,0.5,纯境内
159143.OF,平安恒生中国央企红利ETF,平安恒生中国央企红利ETF,平安恒生港股通中国央企红利交易型开放式指数证券投资基金,HSSCSOY.HI,恒生港股通中国央企红利指数,20251229,2026-01-12,L,SZ,平安基金,国泰海通证券股份有限公司,,纯境内
159143.SZ,平安恒生中国央企红利ETF,港股通央企红利ETF平安,平安恒生港股通中国央企红利交易型开放式指数证券投资基金,HSSCSOY.HI,恒生港股通中国央企红利指数,20251229,2026-01-12,L,SZ,平安基金,国泰海通证券股份有限公司,0.5,纯境内
159145.OF,广发国证工业软件主题ETF,广发国证工业软件主题ETF,广发国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,20260108,2026-01-19,L,SZ,广发基金,兴业银行股份有限公司,,纯境内
159145.SZ,广发国证工业软件主题ETF,工业软件ETF广发,广发国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,20260108,2026-01-19,L,SZ,广发基金,兴业银行股份有限公司,0.5,纯境内
159146.OF,华宝中证全指电力公用事业ETF,华宝中证全指电力公用事业ETF,华宝中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20260112,2026-01-20,L,SZ,华宝基金,广发证券股份有限公司,,纯境内
159146.SZ,华宝中证全指电力公用事业ETF,电力ETF华宝,华宝中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,20260112,2026-01-20,L,SZ,华宝基金,广发证券股份有限公司,0.5,纯境内
159147.OF,南方中证电池主题ETF,南方中证电池主题ETF,南方中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,20260114,2026-01-23,L,SZ,南方基金,交通银行股份有限公司,,纯境内
159147.SZ,南方中证电池主题ETF,电池ETF南方,南方中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,20260114,2026-01-23,L,SZ,南方基金,交通银行股份有限公司,0.15,纯境内
159148.OF,富国国证石油天然气ETF,富国国证石油天然气ETF,富国国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20260203,2026-02-11,L,SZ,富国基金,广发证券股份有限公司,,纯境内
159148.SZ,富国国证石油天然气ETF,石油ETF富国,富国国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20260203,2026-02-11,L,SZ,富国基金,广发证券股份有限公司,0.5,纯境内
159149.OF,创业板新能源ETF工银,创业板新能源ETF工银,工银瑞信创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20260107,2026-01-20,L,SZ,工银瑞信基金,国投证券股份有限公司,,纯境内
159149.SZ,创业板新能源ETF工银,创业板新能源ETF工银,工银瑞信创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20260107,2026-01-20,L,SZ,工银瑞信基金,国投证券股份有限公司,0.5,纯境内
159150.OF,易方达深证50ETF,易方达深证50ETF,易方达深证50交易型开放式指数证券投资基金,399850.SZ,深证50指数,20231129,2023-12-11,L,SZ,易方达基金,国泰海通证券股份有限公司,,纯境内
159150.SZ,易方达深证50ETF,深证50ETF易方达,易方达深证50交易型开放式指数证券投资基金,399850.SZ,深证50指数,20231129,2023-12-11,L,SZ,易方达基金,国泰海通证券股份有限公司,0.15,纯境内
159151.OF,华夏中证全指食品ETF,华夏中证全指食品ETF,华夏中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,20251231,2026-01-14,L,SZ,华夏基金,招商银行股份有限公司,,纯境内
159151.SZ,华夏中证全指食品ETF,食品ETF华夏,华夏中证全指食品交易型开放式指数证券投资基金,H30192.CSI,中证全指食品指数,20251231,2026-01-14,L,SZ,华夏基金,招商银行股份有限公司,0.5,纯境内
159152.OF,平安恒生港股通科技主题ETF,平安恒生港股通科技主题ETF,平安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20260121,2026-02-03,L,SZ,平安基金,招商银行股份有限公司,,纯境内
159152.SZ,平安恒生港股通科技主题ETF,港股通科技ETF平安,平安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20260121,2026-02-03,L,SZ,平安基金,招商银行股份有限公司,0.5,纯境内
