month,nt_val,nt_yoy,nt_mom,nt_accu,town_val,town_yoy,town_mom,town_accu,cnt_val,cnt_yoy,cnt_mom,cnt_accu,ppi_yoy,ppi_mp_yoy,ppi_mp_qm_yoy,ppi_mp_rm_yoy,ppi_mp_p_yoy,ppi_cg_yoy,ppi_cg_f_yoy,ppi_cg_c_yoy,ppi_cg_adu_yoy,ppi_cg_dcg_yoy,ppi_mom,ppi_mp_mom,ppi_mp_qm_mom,ppi_mp_rm_mom,ppi_mp_p_mom,ppi_cg_mom,ppi_cg_f_mom,ppi_cg_c_mom,ppi_cg_adu_mom,ppi_cg_dcg_mom,ppi_accu,ppi_mp_accu,ppi_mp_qm_accu,ppi_mp_rm_accu,ppi_mp_p_accu,ppi_cg_accu,ppi_cg_f_accu,ppi_cg_c_accu,ppi_cg_adu_accu,ppi_cg_dcg_accu,m0,m0_yoy,m0_mom,m1,m1_yoy,m1_mom,m2,m2_yoy,m2_mom,inc_month,inc_cumval,stk_endval
2021-06-01,101.1,1.1,-0.4,100.5,101.2,1.2,-0.4,100.6,100.7,0.7,-0.5,100.4,8.8,11.8,35.1,18.0,7.4,0.3,1.4,-0.8,0.3,-0.6,0.3,0.5,3.9,0.2,0.3,-0.2,-0.5,-0.3,-0.2,0.1,5.1,6.8,18.5,10.4,4.3,0.1,1.8,-0.9,0.2,-1.2,84346.97,6.2,0.2,637479.36,5.5,3.35,2317788.36,8.6,1.86,37017.0,177998.0,301.56
2021-05-01,101.3,1.3,-0.2,100.4,101.4,1.4,-0.1,100.4,101.1,1.1,-0.3,100.4,9.0,12.0,36.4,18.8,7.4,0.5,2.2,-0.6,0.5,-0.8,1.6,2.1,6.5,2.1,1.7,0.1,0.0,0.0,0.4,0.1,4.4,5.8,15.4,9.0,3.7,0.1,1.8,-0.9,0.2,-1.3,84177.72,5.6,-1.89,616828.32,6.1,1.88,2275538.07,8.3,0.59,19522.0,140981.0,297.98
2021-04-01,100.9,0.9,-0.3,100.2,101.0,1.0,-0.2,100.2,100.7,0.7,-0.5,100.2,6.8,9.1,24.9,15.2,5.4,0.3,1.8,-0.6,0.3,-0.9,0.9,1.2,1.8,0.8,1.3,0.1,-0.3,0.2,0.3,0.4,3.3,4.4,10.7,6.7,2.8,0.0,1.7,-1.0,0.1,-1.5,85803.37,5.3,-0.86,605421.89,6.2,-1.74,2262107.12,8.1,-0.63,18570.0,121459.0,296.15
2021-03-01,100.4,0.4,-0.5,100.0,100.5,0.5,-0.5,99.9,100.4,0.4,-0.6,100.0,4.4,5.8,12.3,10.1,3.4,0.1,2.0,-0.8,0.0,-1.4,1.6,2.0,1.0,3.9,1.3,0.2,0.2,0.3,0.0,0.3,2.1,2.8,6.6,4.0,2.0,-0.1,1.7,-1.1,0.0,-1.7,86543.64,4.2,-5.85,616113.17,7.1,3.81,2276488.45,9.4,1.81,33762.0,102889.0,294.56
2021-02-01,99.8,-0.2,0.6,99.7,99.8,-0.2,0.6,99.7,99.9,-0.1,0.4,99.9,1.7,2.3,6.8,2.9,1.7,-0.2,1.6,-1.3,-0.1,-1.8,0.8,1.1,2.8,2.1,0.4,0.0,0.2,0.0,0.0,-0.2,1.0,1.4,3.9,1.0,1.3,-0.2,1.6,-1.3,0.0,-1.8,91924.6,4.2,2.57,593487.46,7.4,-5.13,2236030.26,10.1,1.04,17243.0,69127.0,291.36
2021-01-01,99.7,-0.3,1.0,99.7,99.6,-0.4,1.0,99.6,99.9,-0.1,1.1,99.9,0.3,0.5,1.0,-0.8,1.0,-0.2,1.6,-1.3,0.0,-1.8,1.0,1.2,5.5,1.8,0.7,0.2,0.7,-0.2,0.1,-0.1,0.3,0.5,1.0,-0.8,1.0,-0.2,1.6,-1.3,0.0,-1.8,89625.24,-3.9,6.3,625563.81,14.7,0.0,2213047.33,9.4,1.2,51884.0,51884.0,289.74
2020-12-01,100.2,0.2,0.7,102.5,100.2,0.2,0.7,102.3,100.2,0.2,0.9,103.0,-0.4,-0.5,-0.4,-1.6,0.0,-0.4,0.9,-1.8,-0.4,-1.8,1.1,1.4,3.3,2.6,0.8,0.1,0.5,-0.2,0.0,-0.3,-1.8,-2.7,-5.2,-5.6,-1.3,0.5,2.9,-1.0,-0.3,-1.8,84314.53,9.2,3.33,625580.99,8.6,1.12,2186795.89,10.1,0.68,16476.0,347918.0,284.75
2020-11-01,99.5,-0.5,-0.6,102.7,99.6,-0.4,-0.6,102.5,99.2,-0.8,-0.6,103.3,-1.5,-1.8,-3.6,-4.2,-0.8,-0.8,0.1,-1.8,-0.5,-1.8,0.5,0.7,0.8,1.5,0.4,0.1,0.3,0.0,0.0,-0.2,-2.0,-2.9,-5.7,-5.9,-1.4,0.5,3.1,-1.0,-0.3,-1.8,81593.61,10.3,0.69,618632.17,10.0,1.55,2172002.55,10.7,1.04,21355.0,331442.0,283.25
2020-10-01,100.5,0.5,-0.3,103.0,100.5,0.5,-0.3,102.8,100.4,0.4,-0.5,103.7,-2.1,-2.7,-5.1,-6.0,-1.2,-0.5,0.8,-1.7,-0.7,-1.8,0.0,0.1,-0.1,0.2,0.0,-0.1,-0.2,-0.1,-0.1,0.0,-2.0,-3.0,-5.9,-6.1,-1.5,0.7,3.4,-0.9,-0.3,-1.8,81036.43,10.4,-1.62,609182.41,9.1,1.14,2149720.42,10.5,-0.66,13929.0,310087.0,281.25
2020-09-01,101.7,1.7,0.2,103.3,101.6,1.6,0.2,103.1,102.1,2.1,0.2,104.1,-2.1,-2.8,-4.8,-6.2,-1.3,-0.1,2.1,-1.7,-0.8,-1.9,0.1,0.2,0.6,0.3,0.1,-0.1,0.0,-0.2,-0.1,-0.3,-2.0,-3.0,-6.0,-6.1,-1.5,0.8,3.7,-0.8,-0.3,-1.8,82370.87,11.1,2.91,602312.12,8.1,0.17,2164084.8,10.9,1.28,34693.0,296158.0,280.05
2020-08-01,102.4,2.4,0.4,103.5,102.1,2.1,0.4,103.2,103.2,3.2,0.4,104.4,-2.0,-3.0,-5.8,-6.4,-1.4,0.6,3.1,-1.3,-0.4,-1.5,0.3,0.4,1.6,0.5,0.2,0.1,0.2,-0.2,0.5,-0.4,-2.0,-3.0,-6.1,-6.1,-1.6,0.9,3.9,-0.7,-0.2,-1.8,80042.71,9.4,0.22,601289.1,8.0,1.71,2136836.91,10.4,0.54,35853.0,261465.0,276.73
2020-07-01,102.7,2.7,0.6,103.7,102.4,2.4,0.6,103.4,103.7,3.7,0.8,104.5,-2.4,-3.5,-7.1,-6.9,-1.8,0.7,3.7,-1.1,-0.8,-1.6,0.4,0.5,3.1,0.9,0.1,0.1,0.6,-0.3,-0.2,0.0,-2.0,-3.0,-6.1,-6.1,-1.6,1.0,4.0,-0.6,-0.2,-1.9,79867.21,9.9,0.51,591192.64,6.9,-2.17,2125458.46,10.7,-0.44,16928.0,225612.0,273.33
2020-06-01,102.5,2.5,-0.1,103.8,102.2,2.2,-0.1,103.6,103.2,3.2,0.0,104.7,-3.0,-4.2,-10.5,-8.5,-2.0,0.6,3.2,-0.8,-0.3,-1.8,0.4,0.5,4.9,0.7,0.2,0.1,0.3,-0.1,0.0,-0.1,-1.9,-3.0,-6.0,-5.9,-1.5,1.0,4.1,-0.5,-0.1,-1.9,79459.41,9.5,-0.31,604317.97,6.5,3.99,2134948.66,11.1,1.66,34681.0,208684.0,271.78
2020-05-01,102.4,2.4,-0.8,104.1,102.3,2.3,-0.7,103.8,103.0,3.0,-0.9,105.0,-3.7,-5.1,-14.8,-9.9,-2.4,0.5,2.9,-0.6,-0.2,-1.7,-0.4,-0.5,-1.7,-1.1,-0.2,-0.3,-0.5,-0.1,-0.1,-0.2,-1.7,-2.7,-5.0,-5.4,-1.5,1.1,4.3,-0.5,0.0,-1.9,79706.83,9.5,-2.18,581111.06,6.8,1.92,2100183.74,11.1,0.32,31866.0,174003.0,268.38
2020-04-01,103.3,3.3,-0.9,104.5,103.0,3.0,-0.8,104.2,104.0,4.0,-1.0,105.5,-3.1,-4.5,-11.6,-8.8,-2.2,0.9,3.7,-0.6,-0.1,-1.7,-1.3,-1.8,-7.2,-3.3,-0.7,-0.1,-0.1,-0.2,-0.1,-0.1,-1.2,-2.1,-2.5,-4.3,-1.2,1.2,4.6,-0.4,0.0,-2.0,81485.21,10.2,-1.85,570150.48,5.5,-0.85,2093533.83,11.1,0.61,31027.0,142137.0,265.22
2020-03-01,104.3,4.3,-1.2,104.9,104.0,4.0,-1.2,104.6,105.3,5.3,-1.3,105.9,-1.5,-2.4,-4.0,-5.2,-1.2,1.2,4.5,-0.5,0.1,-1.9,-1.0,-1.2,-3.5,-2.7,-0.5,-0.2,-0.3,-0.3,-0.2,-0.1,-0.6,-1.3,0.6,-2.7,-0.9,1.3,4.9,-0.4,0.1,-2.0,83022.21,10.8,-5.86,575050.29,5.0,4.04,2080923.41,10.1,2.47,51838.0,111110.0,262.27
2020-02-01,105.2,5.2,0.8,105.3,104.8,4.8,0.8,105.0,106.3,6.3,0.9,106.3,-0.4,-1.0,1.1,-2.2,-0.7,1.4,5.1,-0.3,0.1,-2.0,-0.5,-0.7,-2.3,-1.3,-0.3,0.0,0.0,-0.1,0.1,-0.2,-0.2,-0.7,2.9,-1.5,-0.7,1.4,5.1,-0.3,0.1,-2.1,88187.05,10.9,-5.43,552700.73,4.8,1.31,2030830.42,8.8,0.38,8737.0,59272.0,257.17
2020-01-01,105.4,5.4,1.4,105.4,105.1,5.1,1.4,105.1,106.3,6.3,1.4,106.3,0.1,-0.4,4.7,-0.8,-0.6,1.3,5.1,-0.3,0.0,-2.3,0.0,0.0,0.8,0.3,-0.1,0.0,0.0,0.0,-0.1,-0.1,0.1,-0.4,4.7,-0.8,-0.6,1.3,5.1,-0.3,0.0,-2.3,93249.16,6.6,20.81,545531.79,0.0,-5.29,2023066.49,8.4,1.84,50535.0,50535.0,256.34
2019-12-01,104.5,4.5,0.0,102.9,104.2,4.2,0.0,102.8,105.3,5.3,-0.1,103.2,-0.5,-1.2,2.6,-2.6,-0.9,1.3,5.0,-0.1,0.1,-2.4,0.0,0.0,0.1,0.0,0.1,-0.2,-0.3,-0.2,-0.1,-0.3,-0.3,-0.8,2.4,-2.6,-0.3,0.9,2.7,1.1,0.4,-1.2,77189.47,5.4,4.35,576009.15,4.4,2.4,1986488.82,8.7,1.28,22013.0,255752.46,251.31
2019-11-01,104.5,4.5,0.4,102.8,104.2,4.2,0.3,102.7,105.5,5.5,0.5,103.0,-1.4,-2.5,-1.4,-5.0,-1.6,1.6,5.4,0.3,0.1,-2.1,-0.1,-0.2,-0.8,-0.4,-0.1,0.3,1.1,0.0,-0.3,-0.2,-0.3,-0.7,2.3,-2.6,-0.3,0.9,2.4,1.2,0.4,-1.1,73973.82,4.8,0.79,562486.52,3.5,0.78,1961429.56,8.2,0.81,19936.92,234722.18,249.27
2019-10-01,103.8,3.8,0.9,102.6,103.5,3.5,0.8,102.5,104.6,4.6,1.2,102.8,-1.6,-2.6,-1.9,-5.6,-1.5,1.4,4.4,0.6,0.4,-1.8,0.1,0.0,0.2,0.0,-0.1,0.3,1.1,0.0,-0.2,-0.1,-0.2,-0.5,2.7,-2.3,-0.1,0.8,2.1,1.3,0.5,-1.0,73395.4,4.7,-0.99,558143.92,3.3,0.18,1945600.55,8.4,-0.34,8680.0,214785.26,247.42
2019-09-01,103.0,3.0,0.9,102.5,102.8,2.8,0.7,102.4,103.6,3.6,1.3,102.6,-1.2,-2.0,0.6,-4.8,-1.2,1.1,3.3,0.9,0.8,-1.8,0.1,0.0,-0.5,0.0,0.0,0.5,1.0,0.1,0.3,0.1,0.0,-0.3,3.3,-2.0,0.0,0.8,1.9,1.4,0.5,-1.0,74129.75,4.0,1.34,557137.95,3.4,0.06,1952250.49,8.4,0.87,25142.21,206105.26,246.68
2019-08-01,102.8,2.8,0.7,102.4,102.8,2.8,0.6,102.4,103.1,3.1,1.0,102.4,-0.8,-1.3,2.8,-3.5,-0.8,0.7,2.6,0.9,0.6,-2.0,-0.1,-0.2,0.2,0.0,-0.3,0.2,0.8,0.0,0.1,-0.5,0.1,-0.1,3.6,-1.6,0.2,0.7,1.7,1.5,0.4,-0.8,73152.62,4.8,0.64,556798.09,3.4,0.68,1935492.43,8.2,0.84,21955.77,180963.05,244.31
2019-07-01,102.8,2.8,0.4,102.3,102.7,2.7,0.4,102.3,102.9,2.9,0.3,102.3,-0.3,-0.7,3.2,-2.9,-0.2,0.8,2.0,1.3,0.8,-1.2,-0.2,-0.3,-0.7,-0.8,-0.1,0.0,0.0,0.1,0.2,-0.1,0.2,0.1,3.8,-1.3,0.3,0.7,1.6,1.6,0.4,-0.7,72689.25,4.5,0.15,553043.11,3.1,-2.58,1919410.82,8.1,-0.1,12872.11,159007.28,242.19
2019-06-01,102.7,2.7,-0.1,102.2,102.7,2.7,-0.1,102.2,102.7,2.7,-0.2,102.2,0.0,-0.3,4.5,-2.1,0.0,0.9,2.2,1.6,0.5,-0.9,-0.3,-0.4,-0.1,-1.0,-0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.2,3.8,-1.1,0.4,0.7,1.5,1.6,0.3,-0.6,72580.96,4.3,-0.3,567696.18,4.4,4.29,1921360.19,8.5,1.6,26243.3,146135.17,241.05
2019-05-01,102.7,2.7,0.0,102.2,102.7,2.7,0.0,102.2,102.8,2.8,0.1,102.2,0.6,0.6,6.1,-0.6,0.5,0.9,2.2,1.5,0.4,-0.8,0.2,0.2,1.9,0.2,0.0,0.1,0.4,0.0,0.1,-0.2,0.4,0.3,3.7,-0.9,0.5,0.7,1.4,1.6,0.3,-0.5,72798.46,4.3,-1.58,544355.64,3.4,0.69,1891153.7,8.5,0.34,17123.73,119891.87,238.5
2019-04-01,102.5,2.5,0.1,102.0,102.5,2.5,0.1,102.0,102.6,2.6,0.1,102.0,0.9,0.9,5.3,0.0,0.9,0.9,1.9,1.7,0.3,-0.6,0.3,0.4,0.8,0.5,0.3,0.2,0.6,-0.1,0.0,-0.2,0.3,0.3,3.1,-0.9,0.5,0.6,1.2,1.6,0.3,-0.5,73965.76,3.5,-1.3,540614.6,2.9,-1.27,1884670.33,8.5,-0.25,16709.54,102768.14,236.81
2019-03-01,102.3,2.3,-0.4,101.8,102.3,2.3,-0.4,101.9,102.3,2.3,-0.3,101.8,0.4,0.3,4.2,-0.6,0.4,0.5,1.2,1.7,0.3,-0.7,0.1,0.2,1.7,0.3,0.0,0.0,0.2,-0.1,-0.1,-0.2,0.2,0.0,2.4,-1.2,0.3,0.5,0.9,1.6,0.2,-0.4,74941.58,3.1,-5.72,547575.54,4.6,3.87,1889412.14,8.6,1.18,29602.34,86058.6,235.24
2019-02-01,101.5,1.5,1.0,101.6,101.5,1.5,1.0,101.6,101.4,1.4,0.9,101.5,0.1,-0.1,1.8,-1.5,0.3,0.4,0.8,1.6,0.2,-0.6,-0.1,0.0,1.1,0.1,-0.2,-0.1,0.1,-0.1,-0.1,-0.5,0.1,-0.1,1.5,-1.5,0.3,0.5,0.8,1.6,0.2,-0.3,79484.72,-2.4,-9.13,527190.48,1.6,-3.38,1867427.45,8.0,0.08,9665.13,56456.27,232.41
2019-01-01,101.7,1.7,0.5,101.7,101.8,1.8,0.5,101.8,101.7,1.7,0.4,101.7,0.1,-0.1,1.2,-1.6,0.3,0.6,0.8,1.6,0.3,0.0,-0.6,-0.8,-1.2,-1.5,-0.4,0.0,-0.1,0.2,0.0,-0.1,0.1,-0.1,1.2,-1.6,0.3,0.6,0.8,1.6,0.3,0.0,87470.62,17.2,19.48,545638.46,0.4,-1.1,1865935.33,8.4,2.15,46791.14,46791.14,231.55
2018-12-01,101.9,1.9,0.0,102.1,101.9,1.9,0.0,102.1,101.9,1.9,0.0,102.1,0.9,1.0,3.8,0.8,0.8,0.7,0.9,1.6,0.4,0.2,-1.0,-1.3,-3.9,-2.5,-0.6,0.0,0.1,0.2,-0.1,0.0,3.5,4.6,8.8,6.3,3.5,0.5,0.5,0.8,1.0,-0.2,73208.4,3.6,3.75,551685.91,1.5,1.51,1826744.22,8.1,0.75,19311.17,224920.2,227.04
2018-11-01,102.2,2.2,-0.3,102.1,102.2,2.2,-0.4,102.1,102.2,2.2,-0.3,102.1,2.7,3.3,9.2,4.6,2.2,0.8,1.1,1.5,0.8,0.1,-0.2,-0.3,-1.3,-1.1,0.0,0.2,0.2,0.4,0.1,0.1,3.8,4.9,9.3,6.9,3.7,0.5,0.5,0.7,1.1,-0.2,70563.3,2.8,0.65,543498.66,1.5,0.62,1813175.07,8.0,0.98,16127.17,205609.02,225.24
2018-10-01,102.5,2.5,0.2,102.1,102.5,2.5,0.2,102.1,102.6,2.6,0.2,102.1,3.3,4.2,12.4,6.7,2.5,0.7,0.9,1.2,1.0,-0.1,0.4,0.6,2.8,0.9,0.2,0.0,-0.1,0.3,0.2,-0.2,3.9,5.1,9.3,7.1,3.9,0.4,0.4,0.6,1.1,-0.2,70106.62,2.8,-1.61,540128.37,2.7,0.29,1795561.6,8.0,-0.34,9537.8,189481.86,223.75
2018-09-01,102.5,2.5,0.7,102.1,102.4,2.4,0.7,102.1,102.5,2.5,0.8,102.0,3.6,4.6,11.7,7.3,2.9,0.8,0.9,1.1,1.1,0.2,0.6,0.7,1.6,1.4,0.4,0.1,0.3,0.0,0.1,-0.1,4.0,5.2,9.0,7.1,4.0,0.4,0.4,0.6,1.1,-0.2,71254.26,2.2,2.12,538574.08,4.0,0.05,1801665.58,8.3,0.73,23061.25,179944.06,222.9
2018-08-01,102.3,2.3,0.7,102.0,102.3,2.3,0.6,102.0,102.3,2.3,0.8,102.0,4.1,5.2,12.1,7.8,3.5,0.7,0.7,1.1,1.2,0.2,0.4,0.5,0.6,0.6,0.4,0.3,0.3,0.4,0.3,0.2,4.0,5.2,8.6,7.1,4.2,0.4,0.3,0.5,1.1,-0.3,69775.39,3.3,0.35,538324.64,3.9,0.32,1788670.43,8.2,0.7,24078.25,156882.81,220.74
2018-07-01,102.1,2.1,0.3,102.0,102.1,2.1,0.4,102.0,102.0,2.0,0.1,101.9,4.6,6.0,13.4,9.0,4.1,0.6,0.7,0.7,1.1,-0.2,0.1,0.1,0.6,-0.1,0.1,0.2,0.2,0.4,-0.1,0.2,4.0,5.2,8.1,7.0,4.3,0.3,0.2,0.4,1.1,-0.4,69530.59,3.6,-0.08,536624.29,5.1,-1.35,1776196.11,8.5,0.34,18381.94,132804.56,218.49
2018-06-01,101.9,1.9,-0.1,102.0,101.8,1.8,0.0,102.0,101.9,1.9,-0.1,101.9,4.7,6.1,11.5,8.8,4.6,0.4,0.7,0.3,1.1,-0.5,0.3,0.4,1.3,0.6,0.3,0.0,0.1,-0.1,0.0,0.0,3.9,5.1,7.3,6.7,4.3,0.3,0.2,0.4,1.1,-0.4,69589.33,3.9,-0.27,543944.71,6.6,3.36,1770178.37,8.0,1.56,20372.96,114422.61,216.78
2018-05-01,101.8,1.8,-0.2,102.0,101.8,1.8,-0.2,102.0,101.7,1.7,-0.1,101.9,4.1,5.4,8.1,7.4,4.4,0.3,0.3,0.3,1.1,-0.7,0.4,0.5,1.1,0.8,0.3,0.0,0.1,0.1,0.0,-0.1,3.7,4.9,6.5,6.3,4.2,0.2,0.1,0.4,1.1,-0.4,69774.81,3.6,-2.38,526276.72,6.0,0.16,1743063.79,8.3,0.31,11233.62,94049.65,214.81
2018-04-01,101.8,1.8,-0.2,102.1,101.8,1.8,-0.2,102.1,101.7,1.7,-0.3,101.9,3.4,4.5,6.1,5.7,3.9,0.1,0.1,0.2,0.9,-0.6,-0.2,-0.2,-0.2,-0.1,-0.2,-0.1,-0.1,-0.2,0.0,-0.2,3.6,4.8,6.1,6.0,4.2,0.2,0.0,0.4,1.1,-0.3,71476.46,4.5,-1.67,525447.77,7.2,0.36,1737683.73,8.3,-0.13,22242.94,82816.03,213.72
2018-03-01,102.1,2.1,-1.1,102.1,102.1,2.1,-1.1,102.2,101.9,1.9,-1.2,102.0,3.1,4.1,5.0,5.1,3.7,0.2,0.0,0.3,0.9,-0.3,-0.2,-0.2,-0.8,-0.5,0.0,-0.2,-0.2,-0.2,-0.1,-0.1,3.7,4.9,6.1,6.1,4.3,0.3,0.0,0.5,1.1,-0.2,72692.63,6.0,-10.72,523540.07,7.1,1.26,1739859.48,8.2,0.62,17091.48,60573.09,211.62
2018-02-01,102.9,2.9,1.2,102.2,103.0,3.0,1.3,102.2,102.7,2.7,1.1,102.1,3.7,4.8,6.4,5.9,4.2,0.3,0.0,0.5,1.1,-0.1,-0.1,-0.1,0.6,0.0,-0.2,0.0,0.0,0.0,-0.1,0.1,4.0,5.2,6.6,6.6,4.6,0.3,0.0,0.6,1.3,-0.2,81424.24,13.5,9.09,517035.99,8.5,-4.82,1729070.12,8.8,0.48,12064.39,43481.61,210.05
2018-01-01,101.5,1.5,0.6,101.5,101.5,1.5,0.6,101.5,101.5,1.5,0.6,101.5,4.3,5.7,6.8,7.3,4.9,0.3,0.0,0.8,1.4,-0.3,0.3,0.3,1.3,0.9,0.0,0.1,0.0,0.2,0.1,0.0,4.3,5.7,6.8,7.3,4.9,0.3,0.0,0.8,1.4,-0.3,74636.29,-13.8,5.65,543247.13,15.0,-0.1,1720814.46,8.6,1.81,31417.22,31417.22,208.88
2017-12-01,101.8,1.8,0.3,101.6,101.9,1.9,0.3,101.7,101.7,1.7,0.4,101.3,4.9,6.4,9.1,8.1,5.5,0.5,0.2,0.6,1.6,-0.2,0.8,0.9,1.1,1.2,0.8,0.2,0.2,0.2,0.3,0.0,6.3,8.3,20.7,11.5,6.1,0.7,0.6,1.2,1.3,-0.1,70645.6,3.4,2.95,543790.15,11.8,1.54,1690235.31,8.07,0.66,18102.88,261535.84,205.91
2017-11-01,101.7,1.7,0.0,101.5,101.8,1.8,0.0,101.6,101.5,1.5,0.0,101.2,5.8,7.5,10.8,9.7,6.3,0.6,0.4,0.7,1.7,0.0,0.5,0.6,1.7,1.0,0.3,0.1,0.0,0.1,0.2,-0.1,6.4,8.5,21.9,11.9,6.1,0.7,0.6,1.2,1.3,-0.1,68623.16,5.7,0.58,535565.05,12.7,1.82,1679156.64,9.11,1.0,22955.98,243432.96,204.19
2017-10-01,101.9,1.9,0.1,101.5,101.9,1.9,0.1,101.6,101.7,1.7,0.2,101.2,6.9,9.0,14.7,11.6,7.5,0.8,0.6,0.9,1.9,0.0,0.7,0.9,2.1,1.4,0.6,0.1,-0.1,0.1,0.3,0.1,6.5,8.6,23.2,12.1,6.1,0.7,0.7,1.3,1.2,-0.1,68230.69,6.3,-2.18,525977.19,13.0,1.57,1662449.96,8.88,-0.07,15861.15,220476.98,201.96
2017-09-01,101.6,1.6,0.5,101.5,101.7,1.7,0.5,101.6,101.4,1.4,0.6,101.1,6.9,9.1,17.2,11.9,7.3,0.7,0.7,1.2,1.3,0.0,1.0,1.3,2.0,1.9,1.0,0.1,0.2,0.1,0.2,-0.1,6.5,8.6,24.2,12.2,6.0,0.7,0.7,1.3,1.2,-0.1,69748.54,7.2,3.25,517863.04,14.0,-0.05,1663666.05,8.98,0.65,25438.61,204615.83,200.44
2017-08-01,101.8,1.8,0.4,101.5,101.9,1.9,0.4,101.6,101.5,1.5,0.5,101.1,6.3,8.3,18.2,11.0,6.4,0.6,0.7,1.4,0.8,0.0,0.9,1.2,1.8,1.7,1.0,0.1,0.3,0.0,0.2,-0.1,6.4,8.5,25.2,12.2,5.8,0.6,0.7,1.3,1.2,-0.2,67550.99,6.5,0.63,518113.93,14.0,1.49,1652947.3,8.56,1.01,20485.51,179177.22,197.94
2017-07-01,101.4,1.4,0.1,101.4,101.5,1.5,0.1,101.5,101.0,1.0,0.0,101.0,5.5,7.3,15.8,9.3,5.8,0.5,0.4,1.2,0.6,0.0,0.2,0.2,-1.1,-0.2,0.5,0.0,0.1,0.0,-0.1,0.0,6.4,8.6,26.2,12.4,5.7,0.7,0.6,1.3,1.2,-0.2,67129.04,6.1,0.23,510484.58,15.3,0.05,1636341.11,8.89,-0.19,21188.11,158691.71,195.98
2017-06-01,101.5,1.5,-0.2,101.4,101.7,1.7,-0.1,101.5,101.0,1.0,-0.2,101.0,5.5,7.3,18.3,10.0,5.4,0.5,0.1,1.3,1.0,0.1,-0.2,-0.2,-1.7,-0.7,0.1,-0.1,-0.2,0.0,0.0,-0.2,6.6,8.8,28.1,12.9,5.7,0.7,0.7,1.3,1.3,-0.2,66977.68,6.6,-0.53,510228.17,15.0,2.79,1639497.05,9.1,1.85,25885.91,137503.61,193.97
2017-05-01,101.5,1.5,-0.1,101.4,101.7,1.7,-0.1,101.5,101.1,1.1,-0.1,101.1,5.5,7.3,22.7,11.1,4.6,0.6,0.3,1.5,1.1,0.2,-0.3,-0.4,-0.8,-0.7,-0.2,-0.1,-0.2,0.0,-0.2,0.0,6.8,9.1,30.2,13.5,5.8,0.7,0.8,1.3,1.4,-0.3,67333.21,7.3,-1.55,496389.78,17.0,1.27,1609740.77,9.13,0.36,17811.73,111617.7,191.46
2017-04-01,101.2,1.2,0.1,101.4,101.3,1.3,0.1,101.5,100.8,0.8,0.0,101.1,6.4,8.4,28.3,13.0,5.2,0.7,0.5,1.5,1.4,-0.1,-0.4,-0.6,-1.2,-0.8,-0.4,-0.1,-0.2,0.0,-0.1,0.1,7.2,9.5,32.2,14.1,6.0,0.8,0.9,1.3,1.5,-0.4,68392.6,6.2,-0.31,490180.42,18.5,0.29,1603918.84,9.84,-0.25,19558.92,93805.96,189.71
2017-03-01,100.9,0.9,-0.3,101.4,101.0,1.0,-0.3,101.5,100.6,0.6,-0.4,101.1,7.6,10.1,33.7,14.9,6.5,0.7,0.7,1.3,1.4,-0.4,0.3,0.5,0.6,0.3,0.5,0.0,-0.2,0.0,0.1,0.1,7.4,9.9,33.6,14.5,6.3,0.8,1.1,1.2,1.5,-0.5,68605.05,6.1,-4.35,488770.09,18.8,2.57,1607938.98,10.12,1.14,25471.64,74247.04,187.79
2017-02-01,100.8,0.8,-0.2,101.7,100.9,0.9,-0.2,101.8,100.6,0.6,-0.1,101.4,7.8,10.4,36.1,15.5,6.6,0.8,1.1,1.3,1.5,-0.6,0.6,0.7,1.0,1.2,0.5,0.1,0.0,0.2,0.2,-0.1,7.3,9.7,33.5,14.2,6.2,0.8,1.2,1.2,1.5,-0.6,71727.69,3.3,-17.17,476527.6,21.4,0.85,1589857.0,10.45,0.36,11055.32,48775.4,185.25
2017-01-01,102.5,2.5,1.0,102.5,102.6,2.6,1.0,102.6,102.2,2.2,0.9,102.2,6.9,9.1,31.0,12.9,5.9,0.8,1.3,1.1,1.5,-0.6,0.8,1.1,3.5,1.7,0.6,0.2,0.3,0.0,0.4,0.1,6.9,9.1,31.0,12.9,5.9,0.8,1.3,1.1,1.5,-0.6,86598.61,19.4,26.78,472526.45,14.5,-2.88,1584194.56,10.7,2.2,37720.08,37720.08,184.14
2016-12-01,102.1,2.1,0.2,102.0,102.1,2.1,0.2,102.1,101.9,1.9,0.3,101.9,5.5,7.2,21.1,9.8,5.1,0.8,1.3,1.3,1.3,-0.8,1.6,2.0,2.7,2.7,1.6,0.3,0.4,0.3,0.4,0.1,-1.4,-1.8,-4.6,-3.3,-1.0,0.0,0.6,0.9,0.0,-1.5,68303.87,8.1,5.24,486557.24,21.4,2.35,1550066.67,11.3,1.28,16260.0,178022.72,155.99
2016-11-01,102.3,2.3,0.1,102.0,102.3,2.3,0.1,102.0,102.0,2.0,0.2,101.9,3.3,4.3,14.8,5.8,2.9,0.4,0.9,1.1,0.7,-1.0,1.5,2.0,5.2,2.7,1.4,0.2,0.3,0.2,0.4,0.0,-2.0,-2.6,-6.7,-4.4,-1.6,-0.1,0.5,0.8,-0.1,-1.5,64903.5,7.6,1.07,475405.54,22.7,2.14,1530432.06,11.4,0.72,18328.0,161762.72,154.35
