ts_code,month,count
000333.SZ,202407,7
000338.SZ,202407,2
000400.SZ,202407,2
000426.SZ,202407,1
000528.SZ,202407,2
000543.SZ,202407,1
000552.SZ,202407,1
000596.SZ,202407,1
000625.SZ,202407,2
000682.SZ,202407,1
000683.SZ,202407,1
000768.SZ,202407,1
000786.SZ,202407,1
000858.SZ,202407,2
000938.SZ,202407,2
000960.SZ,202407,1
000975.SZ,202407,1
000977.SZ,202407,5
001282.SZ,202407,1
001301.SZ,202407,1
001965.SZ,202407,2
002003.SZ,202407,1
002019.SZ,202407,1
002025.SZ,202407,1
002027.SZ,202407,2
002043.SZ,202407,1
002073.SZ,202407,1
002074.SZ,202407,1
002078.SZ,202407,1
002142.SZ,202407,2
002154.SZ,202407,1
002155.SZ,202407,3
002179.SZ,202407,1
002225.SZ,202407,2
002244.SZ,202407,1
002252.SZ,202407,2
002262.SZ,202407,1
002281.SZ,202407,1
002311.SZ,202407,1
002318.SZ,202407,1
002322.SZ,202407,2
002338.SZ,202407,1
002353.SZ,202407,1
002371.SZ,202407,1
002384.SZ,202407,1
002409.SZ,202407,1
002422.SZ,202407,1
002463.SZ,202407,2
002475.SZ,202407,8
002531.SZ,202407,1
002550.SZ,202407,1
002594.SZ,202407,9
002595.SZ,202407,1
002600.SZ,202407,1
002605.SZ,202407,1
002648.SZ,202407,3
002714.SZ,202407,8
002739.SZ,202407,1
002831.SZ,202407,1
002837.SZ,202407,1
002840.SZ,202407,1
002847.SZ,202407,1
002906.SZ,202407,1
002928.SZ,202407,1
002938.SZ,202407,2
002947.SZ,202407,1
002955.SZ,202407,1
002966.SZ,202407,1
002984.SZ,202407,1
003006.SZ,202407,1
003816.SZ,202407,2
300001.SZ,202407,1
300002.SZ,202407,1
300014.SZ,202407,2
300034.SZ,202407,1
300049.SZ,202407,1
300115.SZ,202407,1
300133.SZ,202407,1
300181.SZ,202407,2
300308.SZ,202407,4
300373.SZ,202407,1
300394.SZ,202407,2
300428.SZ,202407,1
300433.SZ,202407,3
300445.SZ,202407,1
300457.SZ,202407,1
300476.SZ,202407,1
300496.SZ,202407,1
300498.SZ,202407,6
300502.SZ,202407,3
300627.SZ,202407,1
300666.SZ,202407,1
300699.SZ,202407,1
300750.SZ,202407,7
300760.SZ,202407,4
300761.SZ,202407,1
300783.SZ,202407,1
300811.SZ,202407,2
300857.SZ,202407,1
300866.SZ,202407,1
300926.SZ,202407,1
300996.SZ,202407,1
301061.SZ,202407,1
301162.SZ,202407,1
301236.SZ,202407,1
600011.SH,202407,1
600025.SH,202407,2
600030.SH,202407,2
600031.SH,202407,3
600036.SH,202407,1
600038.SH,202407,1
600048.SH,202407,4
600050.SH,202407,2
600054.SH,202407,2
600066.SH,202407,1
600096.SH,202407,1
600114.SH,202407,1
600150.SH,202407,5
600160.SH,202407,2
600183.SH,202407,1
600188.SH,202407,1
600216.SH,202407,1
600233.SH,202407,2
600276.SH,202407,1
600285.SH,202407,1
600309.SH,202407,1
600312.SH,202407,3
600389.SH,202407,1
600398.SH,202407,1
600406.SH,202407,1
600418.SH,202407,1
600420.SH,202407,1
600469.SH,202407,1
