ts_code,month,count
000039.SZ,202603,1
000338.SZ,202603,1
000408.SZ,202603,1
000636.SZ,202603,1
000708.SZ,202603,1
000792.SZ,202603,1
000801.SZ,202603,1
000807.SZ,202603,1
000932.SZ,202603,1
000933.SZ,202603,1
001221.SZ,202603,1
001979.SZ,202603,1
002001.SZ,202603,1
002019.SZ,202603,1
002078.SZ,202603,1
002230.SZ,202603,1
002271.SZ,202603,1
002318.SZ,202603,1
002353.SZ,202603,1
002414.SZ,202603,1
002440.SZ,202603,1
002460.SZ,202603,1
002493.SZ,202603,2
002533.SZ,202603,1
002594.SZ,202603,1
002624.SZ,202603,2
002772.SZ,202603,1
002895.SZ,202603,2
002946.SZ,202603,1
300003.SZ,202603,1
300014.SZ,202603,1
300223.SZ,202603,1
300308.SZ,202603,4
300394.SZ,202603,1
300666.SZ,202603,1
300693.SZ,202603,1
300750.SZ,202603,2
300761.SZ,202603,1
300806.SZ,202603,1
300857.SZ,202603,1
300943.SZ,202603,1
300945.SZ,202603,1
300970.SZ,202603,1
301338.SZ,202603,1
301382.SZ,202603,1
600029.SH,202603,1
600030.SH,202603,1
600031.SH,202603,1
600111.SH,202603,1
600160.SH,202603,1
600176.SH,202603,2
600188.SH,202603,1
600201.SH,202603,1
600251.SH,202603,1
600258.SH,202603,1
600301.SH,202603,1
600309.SH,202603,1
600352.SH,202603,1
600363.SH,202603,1
600398.SH,202603,1
600418.SH,202603,1
600603.SH,202603,1
600642.SH,202603,1
600690.SH,202603,2
600765.SH,202603,1
600869.SH,202603,1
600893.SH,202603,1
600938.SH,202603,1
600966.SH,202603,1
600970.SH,202603,1
600985.SH,202603,1
601009.SH,202603,1
601126.SH,202603,1
601211.SH,202603,1
601233.SH,202603,1
601628.SH,202603,1
601799.SH,202603,1
601899.SH,202603,2
601952.SH,202603,1
603005.SH,202603,1
603078.SH,202603,1
603092.SH,202603,1
603179.SH,202603,1
603225.SH,202603,2
603308.SH,202603,1
603565.SH,202603,1
603596.SH,202603,1
603610.SH,202603,1
603737.SH,202603,1
603766.SH,202603,1
603929.SH,202603,1
603979.SH,202603,1
603993.SH,202603,3
688041.SH,202603,2
688102.SH,202603,1
688127.SH,202603,1
688239.SH,202603,1
688258.SH,202603,1
688281.SH,202603,1
688378.SH,202603,1
688409.SH,202603,1
688428.SH,202603,1
688498.SH,202603,1
688543.SH,202603,1
688676.SH,202603,1
688702.SH,202603,1
688709.SH,202603,1
920018.BJ,202603,1
