ts_code,month,count
000034.SZ,202311,1
000035.SZ,202311,1
000338.SZ,202311,1
000516.SZ,202311,1
000530.SZ,202311,1
000568.SZ,202311,2
000596.SZ,202311,1
000625.SZ,202311,3
000807.SZ,202311,1
000837.SZ,202311,1
000858.SZ,202311,1
000893.SZ,202311,1
000933.SZ,202311,1
000975.SZ,202311,1
001914.SZ,202311,1
002020.SZ,202311,1
002027.SZ,202311,2
002044.SZ,202311,1
002123.SZ,202311,1
002142.SZ,202311,1
002244.SZ,202311,1
002271.SZ,202311,1
002373.SZ,202311,1
002387.SZ,202311,1
002463.SZ,202311,2
002475.SZ,202311,2
002517.SZ,202311,2
002531.SZ,202311,1
002541.SZ,202311,1
002567.SZ,202311,1
002568.SZ,202311,1
002601.SZ,202311,1
002659.SZ,202311,1
002675.SZ,202311,1
002714.SZ,202311,1
002785.SZ,202311,1
002790.SZ,202311,1
002821.SZ,202311,1
002840.SZ,202311,1
002847.SZ,202311,1
002859.SZ,202311,1
002891.SZ,202311,1
002896.SZ,202311,1
002920.SZ,202311,2
002955.SZ,202311,1
002960.SZ,202311,1
002965.SZ,202311,1
002990.SZ,202311,1
003000.SZ,202311,1
003031.SZ,202311,1
300015.SZ,202311,1
300122.SZ,202311,1
300129.SZ,202311,1
300130.SZ,202311,1
300274.SZ,202311,1
300339.SZ,202311,1
300355.SZ,202311,1
300394.SZ,202311,1
300435.SZ,202311,1
300482.SZ,202311,1
300494.SZ,202311,1
300498.SZ,202311,2
300638.SZ,202311,1
300653.SZ,202311,1
300662.SZ,202311,1
300719.SZ,202311,1
300750.SZ,202311,5
300760.SZ,202311,1
300761.SZ,202311,1
300782.SZ,202311,1
300893.SZ,202311,1
300926.SZ,202311,1
300972.SZ,202311,1
300979.SZ,202311,1
301004.SZ,202311,1
301051.SZ,202311,1
301095.SZ,202311,1
301391.SZ,202311,1
301498.SZ,202311,1
600011.SH,202311,2
600026.SH,202311,2
600028.SH,202311,1
600050.SH,202311,1
600114.SH,202311,1
600115.SH,202311,1
600129.SH,202311,1
600160.SH,202311,1
600183.SH,202311,1
600188.SH,202311,1
600200.SH,202311,1
600206.SH,202311,1
600211.SH,202311,1
600215.SH,202311,1
600229.SH,202311,1
600233.SH,202311,1
600256.SH,202311,3
600276.SH,202311,2
600309.SH,202311,1
600406.SH,202311,1
600422.SH,202311,1
600435.SH,202311,1
600498.SH,202311,1
600509.SH,202311,1
600519.SH,202311,2
600522.SH,202311,1
600529.SH,202311,1
600547.SH,202311,1
600583.SH,202311,2
600584.SH,202311,1
600595.SH,202311,1
600745.SH,202311,1
600760.SH,202311,1
600801.SH,202311,1
600809.SH,202311,3
600919.SH,202311,1
600926.SH,202311,2
600938.SH,202311,1
601001.SH,202311,1
601028.SH,202311,1
601058.SH,202311,1
601088.SH,202311,1
601128.SH,202311,1
601336.SH,202311,1
601600.SH,202311,1
601601.SH,202311,1
601628.SH,202311,1
601688.SH,202311,1
601857.SH,202311,1
603056.SH,202311,1
603128.SH,202311,1
603197.SH,202311,3
603259.SH,202311,1
603297.SH,202311,1
603338.SH,202311,1
603345.SH,202311,1
603348.SH,202311,1
603477.SH,202311,1
603501.SH,202311,1
603529.SH,202311,1
603596.SH,202311,1
603612.SH,202311,1
603993.SH,202311,2
605068.SH,202311,1
605287.SH,202311,1
605589.SH,202311,1
688033.SH,202311,1
688041.SH,202311,2
688065.SH,202311,1
688072.SH,202311,1
688111.SH,202311,1
688122.SH,202311,1
688146.SH,202311,1
688169.SH,202311,2
688378.SH,202311,1
688382.SH,202311,1
688389.SH,202311,1
688475.SH,202311,1
688507.SH,202311,1
688569.SH,202311,1
688581.SH,202311,1
688596.SH,202311,2
688603.SH,202311,1
688630.SH,202311,1
688636.SH,202311,1
688677.SH,202311,1
