ts_code,month,count
000001.SZ,202101,2
000002.SZ,202101,2
000059.SZ,202101,1
000063.SZ,202101,2
000100.SZ,202101,1
000157.SZ,202101,2
000333.SZ,202101,1
000547.SZ,202101,2
000550.SZ,202101,1
000568.SZ,202101,3
000625.SZ,202101,1
000661.SZ,202101,3
000858.SZ,202101,2
000967.SZ,202101,1
000983.SZ,202101,1
000998.SZ,202101,3
002008.SZ,202101,1
002013.SZ,202101,1
002027.SZ,202101,1
002064.SZ,202101,2
002080.SZ,202101,1
002126.SZ,202101,1
002182.SZ,202101,1
002191.SZ,202101,1
002206.SZ,202101,1
002272.SZ,202101,1
002294.SZ,202101,1
002304.SZ,202101,1
002402.SZ,202101,1
002410.SZ,202101,1
002415.SZ,202101,1
002460.SZ,202101,1
002466.SZ,202101,1
002475.SZ,202101,1
002511.SZ,202101,1
002555.SZ,202101,1
002572.SZ,202101,1
002601.SZ,202101,1
002607.SZ,202101,2
002624.SZ,202101,2
002643.SZ,202101,2
002677.SZ,202101,1
002705.SZ,202101,1
002739.SZ,202101,2
002745.SZ,202101,1
002747.SZ,202101,1
002756.SZ,202101,1
002798.SZ,202101,1
002833.SZ,202101,1
002847.SZ,202101,1
002850.SZ,202101,1
002928.SZ,202101,1
300014.SZ,202101,3
300015.SZ,202101,1
300035.SZ,202101,1
300059.SZ,202101,3
300073.SZ,202101,1
300122.SZ,202101,3
300138.SZ,202101,1
300299.SZ,202101,1
300308.SZ,202101,1
300413.SZ,202101,3
300433.SZ,202101,1
300438.SZ,202101,1
300450.SZ,202101,1
300454.SZ,202101,1
300502.SZ,202101,1
300567.SZ,202101,1
300568.SZ,202101,1
300577.SZ,202101,1
300618.SZ,202101,1
300628.SZ,202101,1
300638.SZ,202101,1
300677.SZ,202101,1
300696.SZ,202101,1
300699.SZ,202101,1
300725.SZ,202101,1
300750.SZ,202101,1
300760.SZ,202101,2
300767.SZ,202101,1
300769.SZ,202101,1
300896.SZ,202101,1
600009.SH,202101,1
600031.SH,202101,1
600036.SH,202101,1
600038.SH,202101,1
600079.SH,202101,1
600161.SH,202101,1
600176.SH,202101,3
600183.SH,202101,1
600309.SH,202101,1
600323.SH,202101,1
600346.SH,202101,1
600378.SH,202101,1
600399.SH,202101,1
600416.SH,202101,1
600426.SH,202101,2
600436.SH,202101,1
600456.SH,202101,1
600496.SH,202101,1
600519.SH,202101,2
600588.SH,202101,1
600598.SH,202101,1
600600.SH,202101,1
600699.SH,202101,1
600763.SH,202101,1
600809.SH,202101,1
600887.SH,202101,2
600900.SH,202101,1
600985.SH,202101,1
600989.SH,202101,1
601012.SH,202101,2
601100.SH,202101,3
601166.SH,202101,1
601168.SH,202101,1
601318.SH,202101,3
601336.SH,202101,1
601601.SH,202101,4
601633.SH,202101,1
601636.SH,202101,1
601688.SH,202101,1
601888.SH,202101,1
601899.SH,202101,3
601908.SH,202101,1
601919.SH,202101,2
601995.SH,202101,1
603019.SH,202101,1
603113.SH,202101,1
603128.SH,202101,1
603131.SH,202101,1
603218.SH,202101,2
603259.SH,202101,1
603290.SH,202101,1
603313.SH,202101,3
603501.SH,202101,1
603535.SH,202101,1
603589.SH,202101,1
603596.SH,202101,1
603599.SH,202101,1
603833.SH,202101,1
603899.SH,202101,1
603906.SH,202101,1
603979.SH,202101,1
603993.SH,202101,2
688023.SH,202101,1
688111.SH,202101,1
688129.SH,202101,1
688396.SH,202101,1
