ts_code,month,count
000063.SZ,202509,3
000425.SZ,202509,1
000568.SZ,202509,2
000661.SZ,202509,1
000685.SZ,202509,1
000700.SZ,202509,1
000830.SZ,202509,1
000831.SZ,202509,1
000923.SZ,202509,1
000933.SZ,202509,1
000951.SZ,202509,1
001696.SZ,202509,1
001979.SZ,202509,1
002001.SZ,202509,1
002020.SZ,202509,1
002049.SZ,202509,1
002074.SZ,202509,1
002142.SZ,202509,1
002202.SZ,202509,1
002215.SZ,202509,1
002241.SZ,202509,1
002332.SZ,202509,1
002353.SZ,202509,1
002415.SZ,202509,1
002444.SZ,202509,1
002463.SZ,202509,1
002468.SZ,202509,1
002475.SZ,202509,1
002517.SZ,202509,2
002532.SZ,202509,1
002544.SZ,202509,1
002555.SZ,202509,1
002601.SZ,202509,1
002624.SZ,202509,1
002714.SZ,202509,1
002821.SZ,202509,1
002831.SZ,202509,1
002837.SZ,202509,1
002881.SZ,202509,1
002906.SZ,202509,1
002920.SZ,202509,1
002922.SZ,202509,1
002940.SZ,202509,1
002979.SZ,202509,2
002991.SZ,202509,1
003043.SZ,202509,1
300002.SZ,202509,1
300003.SZ,202509,1
300010.SZ,202509,1
300014.SZ,202509,1
300033.SZ,202509,1
300037.SZ,202509,2
300059.SZ,202509,3
300229.SZ,202509,1
300308.SZ,202509,1
300354.SZ,202509,1
300394.SZ,202509,1
300418.SZ,202509,1
300433.SZ,202509,1
300502.SZ,202509,2
300593.SZ,202509,1
300619.SZ,202509,1
300623.SZ,202509,1
300638.SZ,202509,2
300705.SZ,202509,1
300748.SZ,202509,1
300765.SZ,202509,1
300803.SZ,202509,1
300979.SZ,202509,1
301061.SZ,202509,1
301092.SZ,202509,1
301236.SZ,202509,1
301269.SZ,202509,1
301285.SZ,202509,1
301326.SZ,202509,1
301489.SZ,202509,1
301511.SZ,202509,1
301603.SZ,202509,1
302132.SZ,202509,1
600030.SH,202509,2
600036.SH,202509,1
600095.SH,202509,1
600096.SH,202509,1
600109.SH,202509,1
600141.SH,202509,1
600160.SH,202509,1
600176.SH,202509,1
600282.SH,202509,1
600285.SH,202509,1
600309.SH,202509,2
600356.SH,202509,1
600410.SH,202509,1
600426.SH,202509,1
600499.SH,202509,1
600519.SH,202509,1
600547.SH,202509,1
600585.SH,202509,1
600588.SH,202509,1
600595.SH,202509,1
600684.SH,202509,1
600685.SH,202509,1
600690.SH,202509,1
600699.SH,202509,1
600702.SH,202509,2
600760.SH,202509,2
600801.SH,202509,1
600809.SH,202509,1
600900.SH,202509,2
600933.SH,202509,1
600941.SH,202509,1
600958.SH,202509,1
600985.SH,202509,1
600988.SH,202509,1
601012.SH,202509,1
601088.SH,202509,1
601100.SH,202509,1
601318.SH,202509,1
601336.SH,202509,2
601601.SH,202509,1
601628.SH,202509,1
601633.SH,202509,2
601688.SH,202509,1
601699.SH,202509,1
601702.SH,202509,1
601799.SH,202509,1
601899.SH,202509,1
601933.SH,202509,1
603031.SH,202509,1
603067.SH,202509,1
603087.SH,202509,1
603119.SH,202509,1
603129.SH,202509,1
603166.SH,202509,1
603179.SH,202509,1
603225.SH,202509,1
603236.SH,202509,1
603259.SH,202509,1
603267.SH,202509,1
603296.SH,202509,1
603369.SH,202509,1
603569.SH,202509,1
603596.SH,202509,1
603659.SH,202509,1
603678.SH,202509,1
603713.SH,202509,1
603788.SH,202509,1
603799.SH,202509,2
603809.SH,202509,1
603871.SH,202509,1
603986.SH,202509,2
603993.SH,202509,1
605123.SH,202509,1
605128.SH,202509,1
605333.SH,202509,1
688003.SH,202509,1
688008.SH,202509,1
688012.SH,202509,1
688041.SH,202509,1
688059.SH,202509,1
688062.SH,202509,1
688066.SH,202509,1
688099.SH,202509,2
688111.SH,202509,2
688127.SH,202509,1
688169.SH,202509,1
688180.SH,202509,1
688183.SH,202509,1
688200.SH,202509,2
688208.SH,202509,1
688256.SH,202509,1
688283.SH,202509,1
688300.SH,202509,1
688303.SH,202509,1
688313.SH,202509,1
688327.SH,202509,1
688378.SH,202509,1
688401.SH,202509,1
688525.SH,202509,1
688608.SH,202509,1
688612.SH,202509,1
688617.SH,202509,1
688627.SH,202509,1
688636.SH,202509,1
688702.SH,202509,1
688772.SH,202509,2
688981.SH,202509,1
689009.SH,202509,1
