ts_code,month,count
000001.SZ,202111,1
000002.SZ,202111,1
000009.SZ,202111,1
000301.SZ,202111,1
000568.SZ,202111,1
000625.SZ,202111,1
000776.SZ,202111,1
000822.SZ,202111,1
000858.SZ,202111,1
000963.SZ,202111,1
001215.SZ,202111,1
002041.SZ,202111,1
002049.SZ,202111,1
002091.SZ,202111,1
002092.SZ,202111,1
002142.SZ,202111,2
002230.SZ,202111,2
002241.SZ,202111,2
002271.SZ,202111,2
002299.SZ,202111,1
002352.SZ,202111,1
002385.SZ,202111,1
002459.SZ,202111,1
002460.SZ,202111,1
002487.SZ,202111,1
002539.SZ,202111,1
002555.SZ,202111,1
002624.SZ,202111,2
002821.SZ,202111,1
002831.SZ,202111,1
002867.SZ,202111,1
002897.SZ,202111,1
002920.SZ,202111,2
002928.SZ,202111,1
300014.SZ,202111,1
300015.SZ,202111,1
300059.SZ,202111,2
300073.SZ,202111,1
300285.SZ,202111,1
300316.SZ,202111,1
300474.SZ,202111,1
300496.SZ,202111,1
300662.SZ,202111,1
300682.SZ,202111,1
300699.SZ,202111,1
300747.SZ,202111,1
300750.SZ,202111,1
300777.SZ,202111,1
300856.SZ,202111,1
300911.SZ,202111,1
300957.SZ,202111,2
300979.SZ,202111,1
300982.SZ,202111,1
301061.SZ,202111,1
600011.SH,202111,2
600021.SH,202111,1
600030.SH,202111,2
600036.SH,202111,1
600048.SH,202111,1
600132.SH,202111,2
600150.SH,202111,1
600176.SH,202111,1
600188.SH,202111,1
600210.SH,202111,1
600233.SH,202111,1
600256.SH,202111,1
600258.SH,202111,1
600438.SH,202111,1
600487.SH,202111,1
600519.SH,202111,3
600522.SH,202111,1
600577.SH,202111,1
600600.SH,202111,1
600660.SH,202111,1
600703.SH,202111,1
600732.SH,202111,1
600862.SH,202111,3
600884.SH,202111,1
600887.SH,202111,4
600958.SH,202111,1
601009.SH,202111,1
601012.SH,202111,4
601388.SH,202111,1
601567.SH,202111,1
601601.SH,202111,1
601615.SH,202111,1
601633.SH,202111,2
601658.SH,202111,1
601800.SH,202111,1
601865.SH,202111,1
601868.SH,202111,1
601888.SH,202111,2
601919.SH,202111,1
603236.SH,202111,1
603259.SH,202111,1
603505.SH,202111,1
603712.SH,202111,1
603806.SH,202111,1
603822.SH,202111,1
688006.SH,202111,1
688033.SH,202111,1
688065.SH,202111,1
688089.SH,202111,1
688122.SH,202111,1
688388.SH,202111,1
688536.SH,202111,1
688556.SH,202111,1
688598.SH,202111,1
