ts_code,month,count
000001.SZ,202005,1
000547.SZ,202005,1
000596.SZ,202005,1
000681.SZ,202005,1
000858.SZ,202005,2
000876.SZ,202005,1
002025.SZ,202005,1
002027.SZ,202005,1
002100.SZ,202005,1
002127.SZ,202005,1
002142.SZ,202005,1
002250.SZ,202005,1
002299.SZ,202005,1
002304.SZ,202005,1
002335.SZ,202005,1
002353.SZ,202005,1
002371.SZ,202005,3
002396.SZ,202005,1
002507.SZ,202005,1
002508.SZ,202005,1
002511.SZ,202005,2
002541.SZ,202005,1
002555.SZ,202005,2
002572.SZ,202005,1
002601.SZ,202005,1
002607.SZ,202005,1
002648.SZ,202005,1
002739.SZ,202005,1
002831.SZ,202005,1
002912.SZ,202005,1
300113.SZ,202005,1
300144.SZ,202005,1
300185.SZ,202005,1
300308.SZ,202005,1
300316.SZ,202005,1
300383.SZ,202005,1
300413.SZ,202005,1
300433.SZ,202005,1
300451.SZ,202005,1
300454.SZ,202005,1
300470.SZ,202005,1
300497.SZ,202005,1
300502.SZ,202005,1
300630.SZ,202005,1
300662.SZ,202005,1
300750.SZ,202005,4
300769.SZ,202005,1
600030.SH,202005,1
600031.SH,202005,2
600036.SH,202005,1
600183.SH,202005,1
600196.SH,202005,1
600201.SH,202005,1
600309.SH,202005,1
600315.SH,202005,1
600438.SH,202005,1
600449.SH,202005,1
600547.SH,202005,1
600600.SH,202005,1
600688.SH,202005,1
600703.SH,202005,1
600763.SH,202005,2
600801.SH,202005,1
600845.SH,202005,1
600862.SH,202005,1
600867.SH,202005,1
600887.SH,202005,1
600900.SH,202005,1
601012.SH,202005,1
601633.SH,202005,1
601688.SH,202005,1
601800.SH,202005,1
601933.SH,202005,1
603019.SH,202005,1
603043.SH,202005,1
603103.SH,202005,1
603187.SH,202005,1
603233.SH,202005,1
603369.SH,202005,1
603387.SH,202005,1
603589.SH,202005,1
603613.SH,202005,1
603719.SH,202005,1
603730.SH,202005,1
603881.SH,202005,1
688005.SH,202005,1
688012.SH,202005,1
