ts_code,month,count
000001.SZ,202303,2
000032.SZ,202303,1
000063.SZ,202303,4
000333.SZ,202303,1
000338.SZ,202303,1
000568.SZ,202303,5
000629.SZ,202303,2
000651.SZ,202303,1
000725.SZ,202303,1
000739.SZ,202303,1
000799.SZ,202303,1
000858.SZ,202303,1
000938.SZ,202303,2
000960.SZ,202303,1
000962.SZ,202303,1
000977.SZ,202303,1
000983.SZ,202303,2
000998.SZ,202303,2
000999.SZ,202303,1
001979.SZ,202303,1
002025.SZ,202303,1
002049.SZ,202303,1
002142.SZ,202303,2
002185.SZ,202303,1
002230.SZ,202303,3
002236.SZ,202303,1
002244.SZ,202303,1
002254.SZ,202303,1
002271.SZ,202303,2
002276.SZ,202303,1
002324.SZ,202303,1
002352.SZ,202303,1
002368.SZ,202303,2
002372.SZ,202303,1
002402.SZ,202303,1
002410.SZ,202303,1
002415.SZ,202303,1
002430.SZ,202303,1
002446.SZ,202303,1
002475.SZ,202303,1
002517.SZ,202303,3
002531.SZ,202303,2
002536.SZ,202303,1
002544.SZ,202303,1
002555.SZ,202303,2
002572.SZ,202303,2
002651.SZ,202303,1
002705.SZ,202303,1
002714.SZ,202303,3
002841.SZ,202303,1
002859.SZ,202303,1
002865.SZ,202303,1
002891.SZ,202303,1
002903.SZ,202303,1
002918.SZ,202303,1
002929.SZ,202303,1
002965.SZ,202303,1
002991.SZ,202303,1
003031.SZ,202303,1
003035.SZ,202303,1
300034.SZ,202303,1
300059.SZ,202303,1
300073.SZ,202303,1
300092.SZ,202303,1
300114.SZ,202303,1
300144.SZ,202303,1
300151.SZ,202303,1
300217.SZ,202303,1
300260.SZ,202303,1
300308.SZ,202303,1
300332.SZ,202303,1
300395.SZ,202303,1
300415.SZ,202303,1
300416.SZ,202303,3
300428.SZ,202303,1
300435.SZ,202303,1
300438.SZ,202303,1
300443.SZ,202303,1
300496.SZ,202303,1
300498.SZ,202303,2
300547.SZ,202303,1
300592.SZ,202303,1
300593.SZ,202303,1
300614.SZ,202303,1
300628.SZ,202303,1
300634.SZ,202303,1
300667.SZ,202303,1
300677.SZ,202303,1
300685.SZ,202303,1
300700.SZ,202303,1
300750.SZ,202303,1
300767.SZ,202303,1
300795.SZ,202303,1
300811.SZ,202303,1
300820.SZ,202303,2
300896.SZ,202303,1
300911.SZ,202303,1
300986.SZ,202303,1
300994.SZ,202303,1
301026.SZ,202303,1
301061.SZ,202303,1
301391.SZ,202303,1
600004.SH,202303,1
600031.SH,202303,1
600039.SH,202303,1
600048.SH,202303,1
600066.SH,202303,1
600079.SH,202303,1
600114.SH,202303,1
600141.SH,202303,1
600160.SH,202303,2
600166.SH,202303,1
600183.SH,202303,1
600188.SH,202303,1
600195.SH,202303,2
600211.SH,202303,1
600266.SH,202303,1
600276.SH,202303,1
600309.SH,202303,1
600388.SH,202303,1
600392.SH,202303,1
600398.SH,202303,1
600416.SH,202303,2
600436.SH,202303,1
600529.SH,202303,1
600546.SH,202303,1
600559.SH,202303,1
600567.SH,202303,1
600584.SH,202303,1
600600.SH,202303,1
600702.SH,202303,2
600732.SH,202303,1
600760.SH,202303,1
600765.SH,202303,1
600809.SH,202303,1
600845.SH,202303,1
600861.SH,202303,1
600893.SH,202303,1
600900.SH,202303,1
600919.SH,202303,1
600933.SH,202303,1
600941.SH,202303,5
600984.SH,202303,2
600989.SH,202303,2
601012.SH,202303,1
601058.SH,202303,2
601100.SH,202303,1
601111.SH,202303,1
601117.SH,202303,1
601186.SH,202303,1
601225.SH,202303,1
601601.SH,202303,3
601633.SH,202303,2
601636.SH,202303,1
601668.SH,202303,2
601888.SH,202303,1
601899.SH,202303,1
603019.SH,202303,1
603040.SH,202303,1
603051.SH,202303,1
603069.SH,202303,1
603108.SH,202303,1
603166.SH,202303,1
603169.SH,202303,1
603180.SH,202303,2
603198.SH,202303,1
603288.SH,202303,1
603298.SH,202303,1
603337.SH,202303,1
603338.SH,202303,1
603369.SH,202303,1
603486.SH,202303,1
603566.SH,202303,1
603601.SH,202303,1
603605.SH,202303,1
603611.SH,202303,1
603737.SH,202303,1
603801.SH,202303,1
603806.SH,202303,1
603809.SH,202303,1
603868.SH,202303,1
603876.SH,202303,1
603883.SH,202303,1
603885.SH,202303,1
603899.SH,202303,1
603918.SH,202303,1
603979.SH,202303,1
603993.SH,202303,1
605098.SH,202303,1
605133.SH,202303,1
605218.SH,202303,1
688037.SH,202303,1
688052.SH,202303,1
688059.SH,202303,1
688065.SH,202303,1
688078.SH,202303,1
688099.SH,202303,1
688111.SH,202303,1
688156.SH,202303,1
688167.SH,202303,2
688169.SH,202303,1
688196.SH,202303,1
688202.SH,202303,1
688212.SH,202303,1
688236.SH,202303,1
688239.SH,202303,1
688286.SH,202303,1
688302.SH,202303,1
688310.SH,202303,1
688333.SH,202303,1
688338.SH,202303,1
688369.SH,202303,1
688515.SH,202303,1
688618.SH,202303,1
688625.SH,202303,1
688630.SH,202303,1
688667.SH,202303,1
688777.SH,202303,1
