ts_code,month,count
000333.SZ,202408,7
000425.SZ,202408,3
000526.SZ,202408,2
000543.SZ,202408,2
000625.SZ,202408,3
000651.SZ,202408,1
000682.SZ,202408,1
000768.SZ,202408,1
000786.SZ,202408,1
000921.SZ,202408,1
000957.SZ,202408,1
000975.SZ,202408,2
000977.SZ,202408,1
000999.SZ,202408,1
001282.SZ,202408,1
001380.SZ,202408,1
001965.SZ,202408,1
001979.SZ,202408,1
002001.SZ,202408,1
002003.SZ,202408,1
002028.SZ,202408,1
002130.SZ,202408,1
002139.SZ,202408,1
002155.SZ,202408,1
002158.SZ,202408,1
002179.SZ,202408,1
002299.SZ,202408,1
002332.SZ,202408,1
002371.SZ,202408,3
002384.SZ,202408,2
002429.SZ,202408,1
002475.SZ,202408,3
002517.SZ,202408,2
002594.SZ,202408,6
002600.SZ,202408,1
002714.SZ,202408,1
002922.SZ,202408,1
002938.SZ,202408,2
002984.SZ,202408,1
003000.SZ,202408,1
003006.SZ,202408,1
003816.SZ,202408,2
300002.SZ,202408,1
300014.SZ,202408,1
300037.SZ,202408,2
300161.SZ,202408,1
300207.SZ,202408,1
300274.SZ,202408,2
300308.SZ,202408,5
300347.SZ,202408,2
300354.SZ,202408,1
300394.SZ,202408,4
300433.SZ,202408,2
300498.SZ,202408,2
300502.SZ,202408,1
300580.SZ,202408,1
300604.SZ,202408,1
300623.SZ,202408,1
300627.SZ,202408,1
300705.SZ,202408,1
300709.SZ,202408,1
300750.SZ,202408,3
300761.SZ,202408,1
300811.SZ,202408,1
300855.SZ,202408,1
300860.SZ,202408,1
301004.SZ,202408,1
301018.SZ,202408,1
301061.SZ,202408,2
301062.SZ,202408,1
301339.SZ,202408,1
600026.SH,202408,2
600027.SH,202408,1
600031.SH,202408,2
600036.SH,202408,1
600038.SH,202408,1
600048.SH,202408,2
600050.SH,202408,1
600096.SH,202408,1
600114.SH,202408,2
600150.SH,202408,2
600160.SH,202408,1
600188.SH,202408,1
600216.SH,202408,1
600233.SH,202408,1
600276.SH,202408,1
600298.SH,202408,1
600309.SH,202408,2
600312.SH,202408,2
600316.SH,202408,1
600323.SH,202408,1
600361.SH,202408,1
600418.SH,202408,1
600487.SH,202408,1
600522.SH,202408,1
600536.SH,202408,1
600547.SH,202408,2
600585.SH,202408,2
600661.SH,202408,1
600674.SH,202408,1
600685.SH,202408,1
600699.SH,202408,1
600760.SH,202408,3
600765.SH,202408,2
600801.SH,202408,1
600845.SH,202408,1
600893.SH,202408,1
600900.SH,202408,2
600926.SH,202408,2
600938.SH,202408,3
600941.SH,202408,3
600988.SH,202408,1
601000.SH,202408,1
601001.SH,202408,1
601028.SH,202408,2
601033.SH,202408,1
601058.SH,202408,1
601288.SH,202408,1
601398.SH,202408,1
601601.SH,202408,2
601611.SH,202408,1
601628.SH,202408,2
601633.SH,202408,1
601665.SH,202408,1
601668.SH,202408,2
601669.SH,202408,1
601689.SH,202408,1
601728.SH,202408,1
601766.SH,202408,2
601799.SH,202408,2
601816.SH,202408,1
601825.SH,202408,1
601838.SH,202408,2
601857.SH,202408,1
601881.SH,202408,1
601899.SH,202408,3
601918.SH,202408,1
601939.SH,202408,1
601985.SH,202408,2
601988.SH,202408,1
601989.SH,202408,2
603019.SH,202408,1
603067.SH,202408,1
603236.SH,202408,1
603358.SH,202408,1
603516.SH,202408,1
603517.SH,202408,1
603565.SH,202408,1
603606.SH,202408,2
603689.SH,202408,1
603699.SH,202408,1
603707.SH,202408,1
603889.SH,202408,1
603929.SH,202408,1
603986.SH,202408,1
603993.SH,202408,1
605117.SH,202408,2
605499.SH,202408,1
605589.SH,202408,1
688018.SH,202408,1
688041.SH,202408,2
688111.SH,202408,1
688120.SH,202408,1
688235.SH,202408,1
688256.SH,202408,1
688361.SH,202408,1
688507.SH,202408,1
688522.SH,202408,2
688668.SH,202408,1
688692.SH,202408,1
688789.SH,202408,1
689009.SH,202408,2
832982.BJ,202408,1
