ts_code,month,count
000333.SZ,202202,4
000422.SZ,202202,1
000568.SZ,202202,3
000596.SZ,202202,1
000683.SZ,202202,1
000725.SZ,202202,1
000733.SZ,202202,1
000776.SZ,202202,1
000778.SZ,202202,1
000786.SZ,202202,1
000792.SZ,202202,1
000811.SZ,202202,1
000893.SZ,202202,1
000915.SZ,202202,1
000923.SZ,202202,1
000933.SZ,202202,1
000938.SZ,202202,1
002001.SZ,202202,2
002027.SZ,202202,1
002088.SZ,202202,1
002129.SZ,202202,1
002142.SZ,202202,1
002241.SZ,202202,1
002245.SZ,202202,1
002284.SZ,202202,1
002304.SZ,202202,1
002311.SZ,202202,1
002371.SZ,202202,2
002372.SZ,202202,1
002408.SZ,202202,1
002438.SZ,202202,1
002453.SZ,202202,1
002460.SZ,202202,1
002466.SZ,202202,1
002475.SZ,202202,1
002487.SZ,202202,1
002594.SZ,202202,1
002597.SZ,202202,1
002625.SZ,202202,1
002641.SZ,202202,1
002714.SZ,202202,2
002777.SZ,202202,1
002815.SZ,202202,1
002867.SZ,202202,3
002873.SZ,202202,1
002953.SZ,202202,1
002984.SZ,202202,1
002991.SZ,202202,1
300033.SZ,202202,1
300059.SZ,202202,2
300072.SZ,202202,1
300144.SZ,202202,1
300207.SZ,202202,1
300212.SZ,202202,1
300223.SZ,202202,1
300275.SZ,202202,1
300308.SZ,202202,2
300394.SZ,202202,1
300438.SZ,202202,1
300496.SZ,202202,1
300666.SZ,202202,1
300672.SZ,202202,1
300674.SZ,202202,1
300724.SZ,202202,1
300726.SZ,202202,1
300738.SZ,202202,1
300750.SZ,202202,3
300751.SZ,202202,1
300760.SZ,202202,1
300763.SZ,202202,1
300841.SZ,202202,1
300861.SZ,202202,1
300979.SZ,202202,1
300994.SZ,202202,1
300996.SZ,202202,1
301011.SZ,202202,1
301071.SZ,202202,1
600009.SH,202202,1
600029.SH,202202,1
600030.SH,202202,2
600036.SH,202202,1
600079.SH,202202,1
600085.SH,202202,1
600111.SH,202202,1
600150.SH,202202,1
600188.SH,202202,2
600346.SH,202202,1
600389.SH,202202,1
600399.SH,202202,1
600416.SH,202202,1
600502.SH,202202,1
600519.SH,202202,5
600522.SH,202202,2
600588.SH,202202,2
600600.SH,202202,1
600690.SH,202202,1
600732.SH,202202,1
600808.SH,202202,1
600887.SH,202202,1
600905.SH,202202,1
600933.SH,202202,1
600989.SH,202202,1
601001.SH,202202,1
601009.SH,202202,1
601058.SH,202202,1
601128.SH,202202,1
601155.SH,202202,1
601156.SH,202202,1
601166.SH,202202,3
601318.SH,202202,1
601633.SH,202202,1
601658.SH,202202,1
601668.SH,202202,1
601669.SH,202202,1
601688.SH,202202,1
601728.SH,202202,1
601800.SH,202202,1
601838.SH,202202,1
601865.SH,202202,2
601868.SH,202202,1
601888.SH,202202,2
601899.SH,202202,1
601985.SH,202202,2
603019.SH,202202,2
603035.SH,202202,1
603067.SH,202202,1
603233.SH,202202,1
603236.SH,202202,1
603279.SH,202202,1
603323.SH,202202,1
603359.SH,202202,1
603369.SH,202202,1
603589.SH,202202,2
603668.SH,202202,1
603686.SH,202202,1
603799.SH,202202,1
603806.SH,202202,1
603816.SH,202202,1
603927.SH,202202,1
603939.SH,202202,1
603982.SH,202202,1
605128.SH,202202,1
605376.SH,202202,1
605399.SH,202202,1
688089.SH,202202,1
688155.SH,202202,1
688169.SH,202202,1
688208.SH,202202,1
688257.SH,202202,1
688555.SH,202202,1
688556.SH,202202,1
